legal_status,area,price,bedrooms,toilets,latitude,longitude,area_per_bedroom
1.0,59.0,3.8,2.0,2.0,21.0062065124512,105.737075805664,29.5
1.0,55.0,2.95,2.0,1.0,21.008962631225586,105.74391174316406,27.5
0.0,120.0,6.9,3.0,2.0,20.9848365783691,105.859855651855,40.0
1.0,70.0,3.69,2.0,2.0,20.995250701904297,105.78440856933594,35.0
1.0,112.5,5.7,3.0,2.0,21.05980110168457,105.89872741699219,37.5
1.0,56.0,2.0,2.0,2.0,20.9732913970947,105.820007324219,28.0
1.0,75.0,3.0,2.0,2.0,21.03484535217285,105.91271209716797,37.5
1.0,49.0,2.23,2.0,2.0,21.0391345538971,105.934596838398,24.5
0.0,95.0,3.3,3.0,2.0,21.0739707946777,105.790870666504,31.666666666666668
1.0,83.0,4.55,2.0,2.0,21.0598011016846,105.898727416992,41.5
1.0,54.0,2.05,2.0,2.0,20.9732913970947,105.820007324219,27.0
1.0,124.0,13.5,2.0,2.0,21.018978,105.81591,62.0
1.0,92.0,5.8,2.0,2.0,20.979528427124,105.787567138672,46.0
1.0,147.0,5.3,3.0,4.0,21.0442333221436,105.767318725586,49.0
1.0,75.0,4.2,2.0,2.0,20.9989585876465,105.788032531738,37.5
1.0,80.0,6.0,2.0,2.0,21.0001838003371,105.827822909027,40.0
1.0,77.0,2.95,3.0,2.0,20.964334487915,105.827293395996,25.666666666666668
1.0,155.0,10.99,4.0,2.0,21.0221858582195,105.804235275343,38.75
1.0,75.0,3.75,3.0,2.0,21.0008298656162,105.967123544696,25.0
1.0,65.0,12.5,2.0,1.0,21.0226895022197,105.853711084307,32.5
1.0,86.0,4.45,3.0,2.0,21.05980110168457,105.89872741699219,28.666666666666668
1.0,68.0,2.8,2.0,1.0,21.03484535217285,105.91271209716797,34.0
1.0,133.0,8.4,3.0,2.0,21.0118827819824,105.786445617676,44.333333333333336
1.0,133.0,11.305,4.0,3.0,21.0118827819824,105.786445617676,33.25
1.0,133.0,6.8,3.0,2.0,21.0174350738525,105.780395507813,44.333333333333336
1.0,68.0,4.5,2.0,2.0,21.0209789276123,105.791061401367,34.0
1.0,118.0,6.49,3.0,2.0,21.0119361877441,105.774993896484,39.333333333333336
1.0,410.0,50.0,4.0,4.0,21.0124320983887,105.767395019531,102.5
1.0,65.0,4.3,2.0,2.0,21.0351047515869,105.76554107666,32.5
1.0,81.0,5.6,2.0,2.0,21.02216148376465,105.77179718017578,40.5
1.0,67.0,5.1,2.0,2.0,21.035120010375977,105.7674331665039,33.5
1.0,96.0,7.0,3.0,2.0,21.0160980224609,105.792488098145,32.0
1.0,73.0,5.5,2.0,2.0,21.0124320983887,105.767395019531,36.5
1.0,116.0,6.3,3.0,2.0,21.080142974853516,105.81369018554688,38.666666666666664
1.0,107.0,8.025,3.0,2.0,21.0168495178223,105.783973693848,35.666666666666664
1.0,105.0,9.0,3.0,2.0,21.0052261352539,105.805061340332,35.0
1.0,96.0,7.3,3.0,2.0,21.026817321777344,105.78766632080078,32.0
1.0,186.0,10.23,4.0,3.0,21.0300445556641,105.776626586914,46.5
1.0,70.0,4.4,2.0,2.0,21.0557422637939,105.777221679688,35.0
0.0,48.8,3.08,2.0,2.0,20.99480628967285,105.94648742675781,24.4
1.0,100.0,5.25,3.0,2.0,20.979867935180664,105.7439193725586,33.333333333333336
1.0,97.0,5.3,3.0,2.0,20.964326858520508,105.74954986572266,32.333333333333336
1.0,130.0,6.0,3.0,2.0,21.083890914916992,105.80847930908203,43.333333333333336
1.0,95.0,6.5,2.0,2.0,21.0005524949867,105.869359050517,47.5
1.0,84.0,6.3,3.0,2.0,20.99988555908203,105.95375061035156,28.0
1.0,60.0,4.2,2.0,1.0,20.97332000732422,105.77828216552734,30.0
1.0,75.0,4.5,2.0,2.0,20.983062744140625,105.80908203125,37.5
1.0,59.0,2.6,2.0,1.0,21.00241470336914,105.964111328125,29.5
1.0,39.0,1.8,1.0,1.0,21.0024147033691,105.964111328125,39.0
0.0,67.6,3.85,2.0,2.0,21.00826644897461,105.95277404785156,33.8
1.0,97.0,6.3,4.0,2.0,20.974346,105.754166,24.25
1.0,97.0,5.2,3.0,2.0,20.964326858520508,105.74954986572266,32.333333333333336
1.0,73.0,4.3,2.0,2.0,20.9894237518311,105.866561889648,36.5
1.0,107.0,5.0,3.0,2.0,20.9643268585205,105.749549865723,35.666666666666664
1.0,107.0,4.8,3.0,2.0,20.96273422241211,105.86434173583984,35.666666666666664
1.0,88.0,4.7,2.0,2.0,20.9871856287112,105.851947295955,44.0
1.0,91.9,7.5,2.0,2.0,21.03445816040039,105.7696533203125,45.95
1.0,96.8,4.52,3.0,2.0,21.009687423706055,105.72159576416016,32.266666666666666
1.0,69.0,4.1,2.0,2.0,20.987425,105.85155,34.5
1.0,85.0,3.6,3.0,2.0,20.9562702178955,105.84504699707,28.333333333333332
0.0,119.0,10.472,3.0,2.0,21.0185661315918,105.781684875488,39.666666666666664
1.0,69.0,4.8,2.0,2.0,20.98434066772461,105.77680969238281,34.5
1.0,67.0,4.0,2.0,2.0,20.973093032836914,105.83837127685547,33.5
1.0,121.5,5.3,3.0,2.0,21.03458595275879,105.76299285888672,40.5
1.0,52.0,2.8,1.0,1.0,21.0365676879883,105.760482788086,52.0
1.0,105.0,5.0,3.0,2.0,20.9627342224121,105.86434173584,35.0
1.0,54.0,2.0,2.0,1.0,20.962467193603516,105.79236602783203,27.0
1.0,73.0,4.3,2.0,2.0,20.989423751831055,105.86656188964844,36.5
1.0,80.0,4.3,2.0,2.0,21.0365676879883,105.760482788086,40.0
1.0,60.0,2.9,2.0,1.0,20.9846668243408,105.859748840332,30.0
1.0,104.0,8.0,2.0,2.0,21.02720069885254,105.80382537841797,52.0
1.0,69.0,4.3,2.0,1.0,21.035680770874023,105.77120208740234,34.5
1.0,80.0,4.65,2.0,2.0,21.034912109375,105.764404296875,40.0
1.0,100.0,8.0,3.0,2.0,21.03656768798828,105.76048278808594,33.333333333333336
0.0,104.0,11.8,3.0,2.0,21.063738,105.79704,34.666666666666664
1.0,75.0,3.43,2.0,2.0,21.0155937294961,105.812254524331,37.5
1.0,125.0,5.8,3.0,2.0,20.996280670166016,105.79325103759766,41.666666666666664
1.0,68.0,6.0,2.0,2.0,21.020979,105.79106,34.0
1.0,60.0,2.25,2.0,1.0,21.003017462582,105.838669238768,30.0
1.0,98.0,6.5,3.0,2.0,21.0254404942999,105.789141688324,32.666666666666664
1.0,75.0,4.5,2.0,2.0,20.962495803833008,105.84484100341797,37.5
1.0,47.0,2.6,2.0,1.0,21.006216049194336,105.7364730834961,23.5
1.0,92.0,5.4,3.0,2.0,21.0292377471924,105.793853759766,30.666666666666668
0.0,46.0,1.87,1.0,1.0,20.963314056396484,105.82673645019531,46.0
1.0,62.0,3.25,2.0,1.0,20.9798679351807,105.743919372559,31.0
1.0,109.0,6.0,3.0,2.0,20.990812301635742,105.7839126586914,36.333333333333336
1.0,110.0,6.5,3.0,2.0,21.0311454199621,105.758983214918,36.666666666666664
1.0,112.0,7.7,3.0,2.0,21.036239624023438,105.7853775024414,37.333333333333336
1.0,108.8,6.8,3.0,2.0,21.0026988983154,105.792427062988,36.266666666666666
1.0,80.0,7.0,2.0,2.0,21.00938606262207,105.77387237548828,40.0
1.0,95.0,6.0,3.0,2.0,21.01875877380371,105.7947769165039,31.666666666666668
0.0,63.0,3.5,2.0,2.0,21.00826644897461,105.95277404785156,31.5
1.0,80.0,3.5,3.0,2.0,21.0024147033691,105.964111328125,26.666666666666668
1.0,56.5,2.9,2.0,1.0,20.9810199737549,105.754898071289,28.25
1.0,45.0,3.6,1.0,1.0,20.9966850280762,105.873847961426,45.0
1.0,100.0,3.83,3.0,2.0,21.0377651,105.8300275,33.333333333333336
1.0,66.0,3.65,2.0,1.0,20.985368728637695,105.85875701904297,33.0
0.0,82.5,4.4,2.0,2.0,20.99358,105.79821,41.25
1.0,43.0,2.2,1.0,1.0,21.006216049194336,105.7364730834961,43.0
1.0,69.9,6.0,2.0,2.0,20.99911880493164,105.80844116210938,34.95
1.0,111.0,7.47,3.0,2.0,21.0296003231409,105.791433273634,37.0
1.0,70.0,3.05,2.0,2.0,21.0024147033691,105.964111328125,35.0
1.0,56.0,2.95,2.0,1.0,20.9627342224121,105.86434173584,28.0
1.0,59.0,2.8,2.0,2.0,21.008392333984375,105.7302474975586,29.5
1.0,84.0,7.55,3.0,2.0,20.9988268174811,105.80278397869,28.0
1.0,110.0,5.4,3.0,2.0,21.03388786315918,105.75962829589844,36.666666666666664
1.0,50.0,2.45,2.0,2.0,21.0209451905601,105.835550470145,25.0
1.0,86.7,4.5,3.0,2.0,21.0017414093018,105.94214630127,28.900000000000002
1.0,68.0,2.95,2.0,2.0,21.0024147033691,105.964111328125,34.0
1.0,104.0,6.4,3.0,2.0,21.03445816040039,105.7696533203125,34.666666666666664
0.0,68.0,3.6,2.0,2.0,21.00826644897461,105.95277404785156,34.0
1.0,98.0,6.0,3.0,2.0,21.0304285452141,105.776379691416,32.666666666666664
1.0,55.0,3.67,2.0,1.0,21.006216049194336,105.7364730834961,27.5
1.0,124.0,4.5,3.0,2.0,21.0165538787842,105.746284484863,41.333333333333336
1.0,86.0,4.15,2.0,2.0,20.9627342224121,105.86434173584,43.0
1.0,128.0,4.8,3.0,2.0,21.034912,105.764404,42.666666666666664
1.0,60.0,2.6,2.0,1.0,21.00241470336914,105.964111328125,30.0
1.0,80.0,4.0,3.0,2.0,20.972412109375,105.761528015137,26.666666666666668
1.0,47.0,2.2,1.0,1.0,21.0024147033691,105.964111328125,47.0
1.0,73.5,5.0,2.0,2.0,21.0046138763428,105.804077148438,36.75
1.0,87.5,5.5,3.0,2.0,21.0309085845947,105.777183532715,29.166666666666668
1.0,96.5,5.7,3.0,2.0,20.964223861694336,105.82318115234375,32.166666666666664
0.0,63.4,4.6,2.0,2.0,20.9777698516846,105.836112976074,31.7
1.0,90.0,5.9,3.0,2.0,21.030405,105.77703,30.0
1.0,100.0,6.0,3.0,2.0,21.015907,105.78018,33.333333333333336
0.0,98.0,5.586,3.0,2.0,21.002336502075195,105.79434204101562,32.666666666666664
1.0,96.0,7.5,3.0,2.0,21.02016830444336,105.78075408935547,32.0
1.0,96.6,6.3755999999999995,3.0,2.0,21.02216148376465,105.77179718017578,32.199999999999996
1.0,136.0,6.8,3.0,2.0,21.0466957092285,105.800834655762,45.333333333333336
1.0,70.0,4.2,2.0,2.0,21.0557422637939,105.777221679688,35.0
1.0,105.8,69.0,14.0,15.0,21.0215889172304,105.816491727009,7.557142857142857
1.0,74.0,5.2,2.0,2.0,21.0495662689209,105.778594970703,37.0
1.0,66.8,4.2,2.0,2.0,21.0574407099784,105.785139181972,33.4
1.0,90.0,6.1,3.0,2.0,21.0495662689209,105.778594970703,30.0
1.0,43.0,2.67,1.0,1.0,20.99955177307129,105.9386215209961,43.0
1.0,150.0,11.0,4.0,2.0,21.0159535289155,105.812020370033,37.5
1.0,116.0,5.4,3.0,2.0,20.9759384710129,105.761845203689,38.666666666666664
1.0,54.3,3.5,2.0,1.0,21.006216049194336,105.7364730834961,27.15
1.0,80.36,6.6,2.0,2.0,21.02956771850586,105.79187774658203,40.18
1.0,103.0,6.1,3.0,2.0,21.02216148376465,105.77179718017578,34.333333333333336
1.0,99.0,6.2,3.0,2.0,20.9830436706543,105.757339477539,33.0
1.0,105.0,6.8,3.0,2.0,21.02050216114,105.808177737305,35.0
1.0,102.0,6.3,3.0,2.0,21.06269073486328,105.90833282470703,34.0
1.0,90.0,5.2,3.0,2.0,21.03376579284668,105.77030181884766,30.0
1.0,90.6,5.8,2.0,2.0,21.035051345825195,105.79497528076172,45.3
1.0,67.0,4.9,2.0,2.0,21.035120010375977,105.7674331665039,33.5
0.0,68.0,4.2,2.0,2.0,21.001741409301758,105.94214630126953,34.0
1.0,65.0,4.2,2.0,2.0,21.029831962446,105.759418182212,32.5
1.0,105.0,6.2,3.0,2.0,21.031305828014,105.774498299131,35.0
1.0,135.0,6.3,3.0,2.0,21.031179428100586,105.77904510498047,45.0
1.0,72.0,5.6,2.0,2.0,21.030609130859375,105.7810287475586,36.0
1.0,42.2,2.9,1.0,1.0,20.99988555908203,105.95375061035156,42.2
1.0,117.0,5.5,3.0,2.0,20.990697860717773,105.78777313232422,39.0
1.0,70.0,3.7,2.0,2.0,20.995250701904297,105.78440856933594,35.0
1.0,131.1,7.6,3.0,2.0,21.02819061279297,105.7791976928711,43.699999999999996
1.0,68.0,3.32,3.0,2.0,20.9713210208319,105.844609953143,22.666666666666668
1.0,110.0,5.6,3.0,2.0,21.0308399200439,105.77579498291,36.666666666666664
1.0,50.0,1.85,2.0,2.0,21.0454550575899,105.752249528122,25.0
1.0,89.0,3.1,3.0,2.0,20.9951923510834,105.80036186236,29.666666666666668
1.0,45.0,2.45,1.0,1.0,20.973291,105.82001,45.0
1.0,210.0,16.5,4.0,4.0,21.091917037963867,105.78500366210938,52.5
1.0,72.0,4.2,2.0,2.0,20.979808807373047,105.78756713867188,36.0
1.0,377.0,37.7,5.0,5.0,21.0115852355957,105.73583984375,75.4
1.0,82.0,4.8,3.0,2.0,21.034912109375,105.764404296875,27.333333333333332
1.0,145.0,15.5,3.0,3.0,21.0204162597656,105.807243347168,48.333333333333336
1.0,80.0,4.2,2.0,2.0,21.032440185546875,105.77859497070312,40.0
1.0,106.0,4.6,3.0,2.0,20.986604690551758,105.78857421875,35.333333333333336
0.0,90.0,4.8,3.0,2.0,20.9601992041585,105.833892584925,30.0
1.0,83.0,4.8,3.0,2.0,20.97145652770996,105.82817077636719,27.666666666666668
0.0,45.1,4.75,3.0,2.0,21.0377571653903,105.830110365157,15.033333333333333
0.0,40.0,3.85,3.0,2.0,21.0304838216543,105.809735536361,13.333333333333334
1.0,100.0,6.8,3.0,2.0,21.0337657928467,105.770301818848,33.333333333333336
1.0,36.5,2.41,1.0,2.0,20.99480628967285,105.94648742675781,36.5
1.0,66.0,5.0,2.0,1.0,21.0040318654688,105.803162568699,33.0
0.0,82.0,5.7,3.0,2.0,21.037178,105.87307,27.333333333333332
1.0,64.0,4.1,2.0,2.0,21.035978,105.906296,32.0
1.0,115.0,7.7,3.0,3.0,21.00826072692871,105.7960433959961,38.333333333333336
0.0,150.0,12.0,4.0,3.0,21.035051345825195,105.79497528076172,37.5
1.0,62.0,3.99,2.0,1.0,21.037806191651,105.792021123395,31.0
1.0,126.0,16.4,3.0,2.0,21.0189781188965,105.815910339355,42.0
1.0,93.0,6.1,3.0,2.0,20.9648647782982,105.761322566142,31.0
1.0,165.0,9.5,4.0,3.0,20.993486,105.80691,41.25
0.0,100.0,6.2,3.0,2.0,21.01743507385254,105.7803955078125,33.333333333333336
1.0,72.0,5.56,2.0,2.0,20.9870262145996,105.786834716797,36.0
1.0,68.0,5.65,2.0,2.0,21.044233322143555,105.76731872558594,34.0
1.0,80.0,4.2,2.0,1.0,21.032440185546875,105.77859497070312,40.0
1.0,131.0,4.4,3.0,2.0,21.01655387878418,105.74628448486328,43.666666666666664
1.0,104.0,8.99,3.0,2.0,21.012432098388672,105.76739501953125,34.666666666666664
0.0,130.0,9.75,3.0,2.0,21.018648147583008,105.78179168701172,43.333333333333336
1.0,126.0,10.35,3.0,2.0,21.02720069885254,105.80382537841797,42.0
1.0,70.0,3.7,2.0,2.0,21.08632469177246,105.78231811523438,35.0
1.0,81.1,5.9,2.0,2.0,21.006311416626,105.807479858398,40.55
1.0,45.0,2.3,1.0,2.0,21.00241470336914,105.964111328125,45.0
1.0,123.0,6.0,3.0,2.0,21.083890914916992,105.80847930908203,41.0
1.0,69.0,5.5,2.0,2.0,21.0048179626465,105.804672241211,34.5
1.0,56.0,2.75,2.0,2.0,21.00241470336914,105.964111328125,28.0
1.0,45.3,2.11,1.0,1.0,20.973291397094727,105.82000732421875,45.3
1.0,106.0,6.0,3.0,2.0,20.974472,105.76088,35.333333333333336
1.0,70.0,7.8,2.0,2.0,20.998958587646484,105.78803253173828,35.0
1.0,99.0,6.0,3.0,2.0,21.0442333221436,105.767318725586,33.0
1.0,94.0,5.2,3.0,2.0,21.0311794281006,105.77904510498,31.333333333333332
1.0,54.2,2.76,2.0,2.0,20.973291397094727,105.82000732421875,27.1
1.0,142.0,8.0,3.0,2.0,21.00048828125,105.807159423828,47.333333333333336
1.0,87.0,5.2,3.0,2.0,21.0030980856443,105.865659593351,29.0
1.0,48.0,1.52,2.0,1.0,20.9895151565672,105.820068017978,24.0
1.0,59.0,2.49,2.0,1.0,20.958068635824,105.806881519408,29.5
1.0,106.0,6.0,3.0,2.0,20.991954803466797,105.78510284423828,35.333333333333336
1.0,123.5,18.6,2.0,2.0,21.0128010293215,105.846473989957,61.75
1.0,76.0,4.7,3.0,2.0,21.034912109375,105.764404296875,25.333333333333332
1.0,125.0,6.9,3.0,2.0,20.99628,105.79325,41.666666666666664
1.0,112.8,11.0,3.0,2.0,21.020416259765625,105.80724334716797,37.6
1.0,45.0,2.35,1.0,1.0,20.973291397094727,105.82000732421875,45.0
1.0,65.44,5.73,2.0,2.0,21.0037867022341,105.803135291715,32.72
0.0,54.0,3.8,2.0,2.0,21.011585235595703,105.73583984375,27.0
1.0,56.0,2.5,2.0,2.0,20.95757484436035,105.80690002441406,28.0
1.0,104.0,6.1,3.0,2.0,21.0310840606689,105.774566650391,34.666666666666664
1.0,58.0,2.35,2.0,1.0,21.0156192779541,105.948608398438,29.0
1.0,82.5,4.95,2.0,2.0,20.990812,105.78391,41.25
1.0,73.0,3.62,3.0,2.0,21.0400626862505,105.806907662761,24.333333333333332
1.0,54.0,3.45,2.0,2.0,21.008962631225586,105.74391174316406,27.0
1.0,74.0,4.5,2.0,2.0,20.993942,105.85711,37.0
1.0,38.0,1.29,1.0,1.0,21.0117525288094,105.836937455864,38.0
0.0,105.5,6.8,3.0,2.0,20.9919548034668,105.785102844238,35.166666666666664
1.0,67.0,5.0,2.0,2.0,21.035120010376,105.767433166504,33.5
1.0,75.0,3.65,3.0,2.0,21.0402837447549,105.806679100216,25.0
1.0,103.0,5.15,3.0,2.0,20.9730930328369,105.838371276855,34.333333333333336
0.0,68.6,3.58,2.0,2.0,21.00826644897461,105.95277404785156,34.3
1.0,109.0,5.15,3.0,2.0,20.9908123016357,105.783912658691,36.333333333333336
1.0,141.0,6.9,3.0,2.0,20.9792900085449,105.785461425781,47.0
1.0,46.2,2.4,1.0,1.0,21.0062160491943,105.736473083496,46.2
0.0,78.0,4.8,2.0,2.0,21.044233322143555,105.76731872558594,39.0
1.0,85.0,4.2,2.0,2.0,21.07213592529297,105.81099700927734,42.5
1.0,100.5,5.9,2.0,2.0,20.9968338012695,105.855499267578,50.25
1.0,50.0,6.95,2.0,2.0,21.030360796392,105.8563621596,25.0
1.0,58.0,2.36,2.0,1.0,21.0156192779541,105.9486083984375,29.0
1.0,87.0,4.3,3.0,2.0,21.0083656311035,105.802909851074,29.0
0.0,123.0,8.4,3.0,2.0,20.9919548034668,105.785102844238,41.0
1.0,107.0,5.9,3.0,2.0,20.990812,105.78391,35.666666666666664
1.0,129.0,6.5,4.0,3.0,20.9966850280762,105.873847961426,32.25
1.0,195.0,16.0,2.0,2.0,21.0914440155029,105.784721374512,97.5
1.0,85.0,3.65,2.0,2.0,21.07213592529297,105.81099700927734,42.5
1.0,85.0,3.65,2.0,2.0,21.07213592529297,105.81099700927734,42.5
1.0,35.0,1.29,1.0,1.0,20.9977397897381,105.850603264102,35.0
1.0,135.0,6.5,3.0,2.0,20.997516632080078,105.795166015625,45.0
0.0,156.0,7.8,4.0,2.0,21.031177520751953,105.78939819335938,39.0
1.0,68.0,5.15,2.0,2.0,21.044233322143555,105.76731872558594,34.0
1.0,78.0,5.68,2.0,2.0,21.044233322143555,105.76731872558594,39.0
1.0,156.0,7.8,3.0,2.0,21.0300445556641,105.776626586914,52.0
1.0,106.0,4.55,3.0,2.0,20.986604690551758,105.78857421875,35.333333333333336
1.0,88.0,9.0,2.0,2.0,21.00938606262207,105.77387237548828,44.0
1.0,94.0,6.05,3.0,2.0,21.034912109375,105.764404296875,31.333333333333332
1.0,81.0,5.15,2.0,2.0,21.0305497857864,105.776649823307,40.5
1.0,75.0,3.48,2.0,1.0,21.0154279261702,105.812997019055,37.5
1.0,85.0,4.2,2.0,2.0,21.072135925293,105.810997009277,42.5
1.0,56.0,5.8,2.0,2.0,20.9989585876465,105.788032531738,28.0
0.0,48.0,1.6,2.0,1.0,20.99149984889,105.813222457018,24.0
0.0,30.0,1.47,1.0,1.0,21.0275169649554,105.830063408767,30.0
1.0,64.0,3.15,2.0,2.0,20.954057693481445,105.74098205566406,32.0
1.0,130.0,6.5,3.0,2.0,21.079299926757812,105.81423950195312,43.333333333333336
1.0,127.0,9.0,3.0,2.0,21.02720069885254,105.80382537841797,42.333333333333336
1.0,88.5,5.1,2.0,2.0,21.0443172454834,105.877861022949,44.25
1.0,78.0,4.1,2.0,2.0,21.057735443115234,105.9133529663086,39.0
1.0,50.0,1.98,2.0,1.0,20.9954134625959,105.800389321559,25.0
1.0,80.0,3.5,3.0,2.0,21.002415,105.96411,26.666666666666668
0.0,64.0,4.6,2.0,2.0,20.97776985168457,105.83611297607422,32.0
1.0,85.0,5.5,2.0,2.0,20.990182876586914,105.86865997314453,42.5
1.0,114.0,8.05,3.0,2.0,21.044233322143555,105.76731872558594,38.0
1.0,129.8,9.17,3.0,2.0,21.044233322143555,105.76731872558594,43.26666666666667
1.0,91.26,4.58,2.0,2.0,21.0690975189209,105.888038635254,45.63
1.0,136.0,7.0,3.0,2.0,21.046695709228516,105.80083465576172,45.333333333333336
1.0,75.0,3.98,2.0,2.0,20.962554931640625,105.76525115966797,37.5
1.0,162.0,11.3,3.0,3.0,21.005596160888672,105.79886627197266,54.0
1.0,112.0,7.056,3.0,2.0,21.0292377471924,105.793853759766,37.333333333333336
1.0,93.0,6.78,2.0,2.0,21.044233322143555,105.76731872558594,46.5
0.0,149.5,27.0,3.0,3.0,21.07285,105.81243,49.833333333333336
1.0,83.0,7.5,2.0,2.0,20.99479103088379,105.86784362792969,41.5
1.0,75.0,4.2,2.0,2.0,20.984243392944336,105.8084487915039,37.5
1.0,82.2,6.3,2.0,2.0,21.07285,105.81243,41.1
1.0,78.0,4.05,2.0,2.0,21.057735,105.91335,39.0
1.0,95.0,5.9,3.0,2.0,20.99761199951172,105.809326171875,31.666666666666668
1.0,70.0,6.0,2.0,2.0,21.020978927612305,105.79106140136719,35.0
1.0,105.0,5.7,3.0,2.0,21.0690975189209,105.8880386352539,35.0
1.0,154.0,7.7,4.0,3.0,20.98651885986328,105.7863998413086,38.5
1.0,108.0,4.0,4.0,3.0,21.0305814869785,105.776455358056,27.0
1.0,159.0,5.1,3.0,3.0,21.0307349987624,105.768994097653,53.0
0.0,76.0,3.0,3.0,2.0,20.964334,105.82729,25.333333333333332
1.0,129.8,9.17,3.0,2.0,21.044233322143555,105.76731872558594,43.26666666666667
1.0,104.0,7.6,3.0,2.0,21.044233322143555,105.76731872558594,34.666666666666664
1.0,139.0,9.29,3.0,2.0,21.044233322143555,105.76731872558594,46.333333333333336
1.0,78.0,5.76,2.0,2.0,21.044233322143555,105.76731872558594,39.0
1.0,86.0,5.99,2.0,2.0,21.044233322143555,105.76731872558594,43.0
1.0,68.0,5.2,2.0,2.0,21.044233322143555,105.76731872558594,34.0
1.0,75.0,3.39,2.0,2.0,21.0055338706795,105.845939836958,37.5
1.0,83.0,4.0,3.0,2.0,20.9639615843552,105.831713099896,27.666666666666668
1.0,104.0,5.8,3.0,2.0,21.0442333221436,105.767318725586,34.666666666666664
1.0,101.0,5.4,2.0,2.0,21.0344581604004,105.769653320313,50.5
1.0,68.5,6.0,2.0,2.0,21.004817962646484,105.80467224121094,34.25
1.0,67.0,4.8,2.0,2.0,20.9989585876465,105.788032531738,33.5
1.0,86.0,7.99,3.0,2.0,21.004613876342773,105.8040771484375,28.666666666666668
1.0,100.0,10.0,3.0,2.0,20.997276306152344,105.80298614501953,33.333333333333336
0.0,79.0,6.1,3.0,2.0,20.9947719573975,105.806129455566,26.333333333333332
1.0,43.0,2.8,1.0,2.0,21.005226135253906,105.7389144897461,43.0
1.0,75.0,4.7,3.0,2.0,21.008852005004883,105.7439193725586,25.0
1.0,70.0,4.3,2.0,2.0,21.0026340484619,105.801559448242,35.0
1.0,52.0,2.5,2.0,1.0,20.9989585876465,105.788032531738,26.0
1.0,80.0,4.2,2.0,2.0,21.0324401855469,105.778594970703,40.0
1.0,75.0,3.2,2.0,2.0,21.0327262878418,105.753746032715,37.5
1.0,116.0,6.0,3.0,2.0,20.996280670166016,105.79325103759766,38.666666666666664
1.0,186.0,13.9,3.0,3.0,21.030045,105.77663,62.0
1.0,46.0,3.6,1.0,1.0,20.9966850280762,105.873847961426,46.0
1.0,69.0,5.0,2.0,2.0,21.008852005004883,105.7439193725586,34.5
1.0,93.0,5.2,3.0,2.0,20.985431671142578,105.83934020996094,31.0
1.0,97.0,7.0,3.0,2.0,21.0036392211914,105.802978515625,32.333333333333336
1.0,67.0,4.8,2.0,2.0,21.0118827819824,105.786445617676,33.5
1.0,73.0,5.2,2.0,2.0,20.9962978363037,105.805633544922,36.5
1.0,95.0,5.7,3.0,2.0,20.9989471435547,105.804176330566,31.666666666666668
1.0,72.0,5.2,2.0,2.0,21.00580596923828,105.79437255859375,36.0
1.0,155.0,11.3,3.0,2.0,21.0088787078857,105.800254821777,51.666666666666664
1.0,116.0,7.0,3.0,2.0,20.999739,105.807556,38.666666666666664
1.0,64.0,4.5,2.0,2.0,21.0046138763428,105.804077148438,32.0
1.0,83.0,5.55,3.0,2.0,21.0495662689209,105.778594970703,27.666666666666668
1.0,66.0,4.25,2.0,2.0,21.024394989013672,105.72908782958984,33.0
1.0,95.0,5.2,2.0,2.0,21.0291328430176,105.761299133301,47.5
1.0,110.0,6.5,3.0,2.0,20.9975166320801,105.795166015625,36.666666666666664
1.0,300.0,13.0,4.0,3.0,20.9834575653076,105.78564453125,75.0
1.0,120.0,7.5,3.0,2.0,20.98651885986328,105.7863998413086,40.0
1.0,66.0,6.0,2.0,2.0,21.006311,105.80748,33.0
1.0,104.0,6.2,3.0,2.0,21.0311622619629,105.760414123535,34.666666666666664
1.0,300.0,13.7,4.0,3.0,20.98434066772461,105.77680969238281,75.0
1.0,108.0,5.3,3.0,2.0,21.0337657928467,105.770301818848,36.0
1.0,82.2,5.5,2.0,2.0,21.0058059692383,105.794372558594,41.1
1.0,130.0,5.0,3.0,2.0,21.044233322143555,105.76731872558594,43.333333333333336
1.0,258.0,39.0,5.0,6.0,21.065839767456055,105.79814910888672,51.6
1.0,93.0,7.9,2.0,2.0,21.011089324951172,105.7999038696289,46.5
0.0,125.0,10.0,3.0,2.0,20.9879171548928,105.800681528439,41.666666666666664
1.0,163.5,10.8,4.0,3.0,20.9991484315401,105.800823015886,40.875
1.0,97.0,10.4,3.0,2.0,20.997276306152344,105.80298614501953,32.333333333333336
1.0,97.0,7.9,3.0,3.0,20.9975872039795,105.803833007813,32.333333333333336
1.0,94.05,6.5,3.0,2.0,21.044233322143555,105.76731872558594,31.349999999999998
1.0,83.8,5.45,2.0,2.0,21.044317,105.87786,41.9
1.0,128.0,5.65,3.0,3.0,21.031179428100586,105.77904510498047,42.666666666666664
1.0,345.0,45.6,4.0,4.0,21.0658321380615,105.826507568359,86.25
0.0,52.0,3.0,2.0,1.0,21.00580596923828,105.79437255859375,26.0
1.0,67.0,4.6,2.0,2.0,21.0301430999373,105.760098579615,33.5
1.0,93.3,6.0,3.0,2.0,20.9989585876465,105.788032531738,31.099999999999998
1.0,147.0,10.1,4.0,3.0,21.003246307373047,105.80506134033203,36.75
1.0,80.0,4.5,2.0,2.0,20.9830627441406,105.80908203125,40.0
