legal_status,area,price,bedrooms,toilets,latitude,longitude,area_per_bedroom
1.0,68.9,3.5,2.0,2.0,10.800097465515137,106.79257202148438,34.45
1.0,47.5,2.7,1.0,1.0,21.0062160491943,105.736473083496,47.5
0.0,75.0,4.8,2.0,2.0,10.704007148742676,106.71265411376953,37.5
1.0,113.5,10.5,3.0,2.0,21.065017700195312,105.79893493652344,37.833333333333336
0.0,98.0,7.6,3.0,2.0,20.968969345092773,105.92005157470703,32.666666666666664
1.0,66.0,4.2,2.0,2.0,21.052398681640625,105.78018188476562,33.0
0.0,85.0,5.79,2.0,2.0,10.7674293518066,106.704132080078,42.5
1.0,280.0,45.0,4.0,3.0,21.0411720275879,105.825096130371,70.0
1.0,135.0,8.6,3.0,3.0,10.8023146674963,106.745633745504,45.0
1.0,117.0,6.6,3.0,2.0,20.9870262145996,105.786834716797,39.0
1.0,90.0,6.0,3.0,2.0,21.0495662689209,105.77859497070312,30.0
0.0,66.0,2.0,2.0,1.0,12.2713124880893,109.204342444634,33.0
1.0,57.0,2.6,1.0,1.0,20.962055206298828,105.93180084228516,57.0
1.0,59.0,2.8,2.0,2.0,21.008392333984375,105.7302474975586,29.5
0.0,80.0,3.99,2.0,2.0,10.704439,106.71278,40.0
1.0,105.0,8.1,3.0,2.0,21.0412406921387,105.807846069336,35.0
1.0,97.3,12.43,2.0,2.0,21.0104732513428,105.849258422852,48.65
0.0,65.0,4.2,2.0,2.0,20.98483657836914,105.85985565185547,32.5
0.0,66.0,1.9,2.0,1.0,20.830245971679688,106.68428802490234,33.0
1.0,56.0,2.2,2.0,2.0,20.9732913970947,105.820007324219,28.0
0.0,43.0,2.75,1.0,1.0,20.952280044555664,105.98131561279297,43.0
1.0,80.0,4.5,2.0,2.0,10.743911743164062,106.69530487060547,40.0
0.0,130.0,7.2,4.0,3.0,21.0314269340997,105.779677869228,32.5
1.0,58.0,1.77,2.0,2.0,10.7701026855946,106.771350558847,29.0
1.0,600.0,70.0,5.0,4.0,21.0294078579542,105.823733515723,120.0
1.0,55.0,1.65,2.0,1.0,10.906654357910156,106.74201202392578,27.5
0.0,96.0,5.65,2.0,2.0,10.8039272208592,106.616682388514,48.0
1.0,72.0,3.1,2.0,1.0,20.9994716644287,105.72045135498,36.0
1.0,30.0,0.00125,1.0,1.0,19.7950355562176,105.813062950421,30.0
0.0,62.0,1.68,2.0,1.0,10.756502151489258,106.76249694824219,31.0
1.0,130.0,6.3,4.0,3.0,20.9966850280762,105.873847961426,32.5
0.0,49.2,3.2,2.0,1.0,20.951975316849495,105.9812684059143,24.6
1.0,150.0,21.6,3.0,3.0,10.794928550720215,106.72074127197266,50.0
1.0,80.0,4.8,2.0,2.0,10.704007148742676,106.71265411376953,40.0
0.0,37.0,1.85,2.0,2.0,10.727764129638672,106.70145416259766,18.5
1.0,77.0,4.5,2.0,2.0,20.962055206298828,105.93180084228516,38.5
1.0,116.0,6.75,3.0,2.0,10.730138778686523,106.71326446533203,38.666666666666664
1.0,86.0,9.0,2.0,2.0,10.770347595214844,106.72473907470703,43.0
1.0,70.0,3.33,2.0,1.0,20.943979263305664,105.85543823242188,35.0
1.0,48.0,2.5,2.0,1.0,21.00241470336914,105.964111328125,24.0
1.0,91.0,4.2,3.0,2.0,10.841423034667969,106.84011840820312,30.333333333333332
1.0,48.5,2.65,1.0,1.0,10.7990818023682,106.751770019531,48.5
1.0,46.0,2.28,1.0,1.0,21.001050018173,105.966970546901,46.0
1.0,52.0,1.9,1.0,1.0,10.6923952102661,106.642768859863,52.0
0.0,75.0,3.75,2.0,2.0,20.9585018157959,105.82634735107422,37.5
1.0,75.0,3.375,2.0,2.0,10.7896709442139,106.768531799316,37.5
1.0,96.0,5.7,2.0,2.0,10.79787826538086,106.6884994506836,48.0
1.0,67.0,2.59,2.0,2.0,21.273805618286133,106.19660186767578,33.5
1.0,355.0,17.2,4.0,4.0,20.986519,105.7864,88.75
1.0,140.0,7.9,3.0,2.0,21.00048828125,105.80715942382812,46.666666666666664
1.0,145.0,11.5,3.0,3.0,21.01249122619629,105.81131744384766,48.333333333333336
1.0,159.0,6.1,3.0,2.0,21.034077,105.770355,53.0
1.0,68.0,5.2,2.0,2.0,21.044233,105.76732,34.0
1.0,164.0,13.0,3.0,2.0,21.002666473388672,105.8154296875,54.666666666666664
1.0,120.7,7.242,3.0,2.0,21.01434898376465,105.7964096069336,40.233333333333334
1.0,87.0,5.9,2.0,2.0,21.0026988983154,105.792427062988,43.5
1.0,56.0,5.1,2.0,2.0,21.115686416625977,105.87013244628906,28.0
1.0,84.0,4.2,2.0,2.0,20.996829986572266,105.79383850097656,42.0
1.0,64.0,3.5,2.0,1.0,21.006216049194336,105.7364730834961,32.0
1.0,80.0,4.58,2.0,2.0,21.031325754747,105.76511432256,40.0
1.0,360.0,85.0,2.0,2.0,21.03326988220215,105.81670379638672,180.0
1.0,142.0,12.0,2.0,2.0,21.0168266296387,105.815223693848,71.0
1.0,80.0,4.0,3.0,2.0,21.008365631103516,105.80290985107422,26.666666666666668
1.0,52.0,1.12,2.0,1.0,20.9865384376248,105.853445535585,26.0
1.0,64.0,4.3,2.0,2.0,21.0062065124512,105.737075805664,32.0
1.0,116.0,5.5,3.0,2.0,20.9854316711426,105.839340209961,38.666666666666664
1.0,162.0,9.5,3.0,3.0,21.0069580078125,105.80107879638672,54.0
1.0,68.0,3.35,2.0,2.0,21.0527531388643,105.875900197637,34.0
0.0,43.0,3.2,1.0,1.0,21.008852005004883,105.7439193725586,43.0
1.0,95.0,5.0,3.0,2.0,20.996829986572266,105.79383850097656,31.666666666666668
1.0,48.0,4.2,2.0,1.0,21.115686416625977,105.87013244628906,24.0
0.0,59.0,4.75,1.0,1.0,21.073904037475586,105.79998016357422,59.0
1.0,28.0,2.0,2.0,2.0,21.0062065124512,105.737075805664,14.0
1.0,96.0,6.8,3.0,2.0,20.9837012320325,105.850978007226,32.0
1.0,89.5,5.0,2.0,2.0,21.052269,105.88481,44.75
1.0,155.0,14.5,3.0,3.0,21.046152114868164,105.9156494140625,51.666666666666664
1.0,42.2,3.0,1.0,2.0,21.0062065124512,105.737075805664,42.2
1.0,50.0,0.98,2.0,1.0,21.0101335218645,105.818904992748,25.0
1.0,60.0,5.2,2.0,1.0,21.059675216674805,105.8040771484375,30.0
1.0,69.04,3.95,2.0,2.0,21.0561302835868,105.884257871658,34.52
1.0,49.0,3.1,1.0,1.0,20.9919315658835,105.785496588313,49.0
1.0,87.0,19.8,25.0,25.0,21.0037646483561,105.811047923889,3.48
1.0,108.0,4.2,3.0,2.0,21.024967193603516,105.77131652832031,36.0
1.0,86.0,5.5,3.0,2.0,21.01499366760254,105.78269958496094,28.666666666666668
1.0,56.0,3.6,2.0,1.0,21.02819061279297,105.7791976928711,28.0
1.0,130.0,7.0,3.0,2.0,21.0202007293701,105.808876037598,43.333333333333336
0.0,53.0,2.1,1.0,1.0,20.9604053497314,105.794692993164,53.0
1.0,99.0,6.0,3.0,2.0,20.9992893834177,105.811202507767,33.0
1.0,120.0,7.5,3.0,2.0,20.9875198421383,105.858726767129,40.0
0.0,108.0,6.4,3.0,2.0,21.0003790283733,105.869792525743,36.0
0.0,63.0,1.99,2.0,2.0,20.960784034491958,105.79914665222171,31.5
0.0,42.2,2.78,1.0,1.0,21.011585235595703,105.73583984375,42.2
1.0,74.0,5.5,2.0,2.0,21.0557422637939,105.777221679688,37.0
0.0,75.0,4.6,3.0,2.0,21.015907287597656,105.78018188476562,25.0
1.0,54.0,2.5,2.0,2.0,20.9732913970947,105.820007324219,27.0
1.0,107.0,5.5,4.0,2.0,20.993579864502,105.798210144043,26.75
1.0,82.5,4.5,2.0,2.0,20.9712047576904,105.801055908203,41.25
1.0,66.8,4.55,2.0,2.0,21.0523986816406,105.780181884766,33.4
1.0,111.0,7.0,3.0,2.0,20.998947143554688,105.8041763305664,37.0
0.0,89.53,4.9,2.0,2.0,21.052268981933594,105.88481140136719,44.765
1.0,62.57,6.6,2.0,2.0,21.00580596923828,105.79437255859375,31.285
1.0,183.0,10.614,4.0,3.0,21.009666442871094,105.79374694824219,45.75
1.0,85.0,5.5,3.0,2.0,20.973968505859375,105.82169342041016,28.333333333333332
1.0,115.0,9.5,3.0,2.0,20.9959945678711,105.861267089844,38.333333333333336
1.0,95.0,5.4,3.0,2.0,20.984243392944336,105.8084487915039,31.666666666666668
1.0,135.0,6.75,3.0,2.0,20.9974040985107,105.804061889648,45.0
0.0,83.0,5.2,2.0,2.0,21.0568239832925,105.728917096702,41.5
0.0,109.0,6.0,3.0,2.0,21.000560760498047,105.80291748046875,36.333333333333336
1.0,66.0,4.2,2.0,2.0,21.0311622619629,105.760414123535,33.0
1.0,88.0,9.35,2.0,2.0,21.0658321380615,105.826507568359,44.0
1.0,78.0,5.2,2.0,2.0,20.9855403900146,105.798942565918,39.0
1.0,64.0,4.15,2.0,2.0,20.9565197859038,105.850524650131,32.0
1.0,120.0,6.5,3.0,2.0,20.9870262145996,105.786834716797,40.0
1.0,110.0,7.85,3.0,2.0,20.9947910308838,105.86784362793,36.666666666666664
1.0,90.0,5.5,3.0,2.0,21.003246307373047,105.80506134033203,30.0
1.0,166.0,9.5,3.0,2.0,21.0069580078125,105.801078796387,55.333333333333336
1.0,76.0,4.8,2.0,2.0,20.99453353881836,105.78939056396484,38.0
1.0,82.5,4.0,2.0,2.0,20.99358,105.79821,41.25
1.0,90.0,4.3,3.0,3.0,20.9709017614713,105.760046028277,30.0
1.0,95.0,6.9,3.0,2.0,20.9962978363037,105.805633544922,31.666666666666668
1.0,80.0,7.5,2.0,2.0,21.037153244018555,105.78633880615234,40.0
1.0,70.0,5.0,2.0,2.0,20.99911880493164,105.80844116210938,35.0
1.0,100.0,5.8,3.0,2.0,21.0291709899902,105.76895904541,33.333333333333336
1.0,58.0,3.7,2.0,1.0,21.014148712158203,105.78872680664062,29.0
1.0,97.0,4.48,3.0,2.0,20.979528,105.78757,32.333333333333336
1.0,108.0,6.4,3.0,2.0,20.9859520767147,105.806667045122,36.0
1.0,57.0,3.65,2.0,1.0,20.963834762573242,105.82245635986328,28.5
1.0,120.0,5.4,3.0,2.0,20.996829986572266,105.79383850097656,40.0
1.0,62.0,4.4,2.0,2.0,21.0062065124512,105.737075805664,31.0
1.0,86.0,5.2,3.0,2.0,21.01499366760254,105.78269958496094,28.666666666666668
1.0,112.5,5.75,3.0,3.0,21.05980110168457,105.89872741699219,37.5
1.0,111.0,6.6,3.0,2.0,20.9945335388184,105.789390563965,37.0
1.0,110.7,7.5,2.0,2.0,21.014102935791016,105.80178833007812,55.35
1.0,139.0,8.34,3.0,2.0,20.963682174682617,105.7737045288086,46.333333333333336
1.0,70.0,3.5,3.0,2.0,21.0345859527588,105.762992858887,23.333333333333332
1.0,94.0,6.0,3.0,2.0,20.9966850280762,105.873847961426,31.333333333333332
1.0,62.0,4.6,2.0,2.0,21.006206512451172,105.73707580566406,31.0
0.0,140.0,8.4,3.0,2.0,21.031177520751953,105.78939819335938,46.666666666666664
1.0,67.0,4.1,2.0,2.0,20.9739685058594,105.82169342041,33.5
1.0,127.0,8.8,3.0,2.0,21.032211303710938,105.79969787597656,42.333333333333336
1.0,82.0,5.0,2.0,2.0,20.9859714508057,105.79833984375,41.0
1.0,76.0,4.5,3.0,2.0,20.9730930328369,105.838371276855,25.333333333333332
1.0,92.0,5.7,2.0,2.0,21.0359511892246,105.794158462596,46.0
1.0,75.0,4.0,2.0,2.0,20.9732913970947,105.820007324219,37.5
1.0,163.0,15.0,4.0,2.0,20.999119,105.80844,40.75
1.0,103.0,5.6,3.0,2.0,20.973291397094727,105.82000732421875,34.333333333333336
1.0,65.0,3.6,2.0,1.0,21.0463090139423,105.799415293315,32.5
1.0,65.0,4.5,2.0,1.0,21.0190563201904,105.787979125977,32.5
1.0,64.0,3.25,2.0,2.0,21.059005737304688,105.7832260131836,32.0
1.0,125.0,5.2,3.0,2.0,20.996280670166016,105.79325103759766,41.666666666666664
1.0,84.0,5.0,3.0,2.0,20.9763984680176,105.814575195313,28.0
1.0,70.0,4.3,2.0,2.0,21.028190612793,105.779197692871,35.0
1.0,88.0,3.0,3.0,2.0,21.0780814215138,105.691406273497,29.333333333333332
1.0,90.0,5.8,3.0,2.0,20.986,105.81219,30.0
1.0,85.0,6.5,3.0,2.0,21.032211303710938,105.79969787597656,28.333333333333332
1.0,100.0,5.5,3.0,2.0,21.01743507385254,105.7803955078125,33.333333333333336
1.0,95.0,6.8,2.0,2.0,21.0348981332661,105.79448412002,47.5
1.0,89.0,6.5,2.0,2.0,21.059675216674805,105.8040771484375,44.5
0.0,76.0,6.5,2.0,2.0,21.0707530975342,105.8095703125,38.0
0.0,62.0,4.4,2.0,2.0,20.999277114868164,105.73811340332031,31.0
1.0,37.0,1.7,1.0,1.0,21.00241470336914,105.964111328125,37.0
1.0,110.0,4.6,3.0,3.0,20.990812301635742,105.7839126586914,36.666666666666664
1.0,104.0,6.76,3.0,2.0,21.09144401550293,105.78472137451172,34.666666666666664
1.0,97.0,13.0,2.0,2.0,21.0739040374756,105.799980163574,48.5
1.0,90.0,5.85,3.0,2.0,20.962661743164062,105.8212661743164,30.0
1.0,55.0,2.95,2.0,2.0,20.9992771148682,105.73811340332,27.5
1.0,55.0,3.5,2.0,1.0,21.030908584594727,105.77718353271484,27.5
1.0,85.0,4.78,3.0,2.0,20.973217010498,105.778854370117,28.333333333333332
1.0,98.0,5.7,4.0,2.0,21.001741409301758,105.94214630126953,24.5
1.0,105.0,6.0,3.0,2.0,21.01743507385254,105.7803955078125,35.0
1.0,144.0,11.0,3.0,2.0,21.040441513061523,105.78071594238281,48.0
1.0,127.0,7.3,3.0,2.0,21.0344982147217,105.795516967773,42.333333333333336
0.0,90.0,4.9,2.0,2.0,21.031177520752,105.789398193359,45.0
0.0,140.0,6.5,3.0,2.0,21.031177520751953,105.78939819335938,46.666666666666664
1.0,75.0,4.2,2.0,2.0,20.984243392944336,105.8084487915039,37.5
1.0,108.0,4.0,3.0,2.0,20.9844853889411,105.83911436809,36.0
1.0,114.0,6.726,3.0,3.0,21.075103759765625,105.69818878173828,38.0
1.0,80.0,4.5,2.0,2.0,20.99911880493164,105.80844116210938,40.0
1.0,89.1,6.5,2.0,2.0,21.06853675842285,105.80276489257812,44.55
1.0,75.0,4.2,2.0,2.0,20.984243392944336,105.8084487915039,37.5
1.0,112.0,9.8,3.0,2.0,21.0093860626221,105.773872375488,37.333333333333336
1.0,105.0,6.09,3.0,2.0,21.0119361877441,105.774993896484,35.0
1.0,84.3,5.4,2.0,2.0,21.0801429748535,105.813690185547,42.15
1.0,83.0,5.6,3.0,2.0,21.0309085845947,105.777183532715,27.666666666666668
1.0,86.0,5.0,3.0,2.0,21.01499366760254,105.78269958496094,28.666666666666668
1.0,72.9,3.35,2.0,1.0,20.975109083548,105.823970945408,36.45
1.0,106.0,4.5,3.0,2.0,20.990812301635742,105.7839126586914,35.333333333333336
1.0,74.0,4.55,2.0,2.0,21.0351047515869,105.76554107666,37.0
1.0,180.0,11.0,3.0,3.0,21.0312217725483,105.774422066058,60.0
1.0,92.0,6.5,3.0,2.0,21.030908584594727,105.77718353271484,30.666666666666668
1.0,134.0,7.8,3.0,2.0,20.963682,105.773705,44.666666666666664
1.0,145.0,23.0,3.0,3.0,21.0765572994897,105.814787326613,48.333333333333336
1.0,75.0,3.8,3.0,2.0,21.00241470336914,105.964111328125,25.0
1.0,54.0,5.2,2.0,1.0,21.0371532440186,105.786338806152,27.0
1.0,145.0,13.0,3.0,2.0,21.0044841766357,105.798629760742,48.333333333333336
1.0,80.0,4.9,2.0,2.0,21.0322113037109,105.799697875977,40.0
1.0,90.0,4.68,3.0,2.0,20.97145652770996,105.82817077636719,30.0
1.0,189.1,14.5,4.0,3.0,20.98434066772461,105.77680969238281,47.275
1.0,159.8,13.0,3.0,2.0,21.078651428222656,105.8026123046875,53.26666666666667
0.0,128.0,6.4,3.0,2.0,20.996685028076172,105.87384796142578,42.666666666666664
1.0,61.0,4.2,2.0,2.0,21.003246,105.80506,30.5
1.0,75.0,4.6,2.0,2.0,21.02819,105.7792,37.5
1.0,131.3,12.0,4.0,2.0,21.0180606842041,105.79606628417969,32.825
1.0,191.0,10.0,3.0,2.0,21.014102935791016,105.80178833007812,63.666666666666664
1.0,65.0,4.5,2.0,2.0,21.035104751586914,105.76554107666016,32.5
1.0,83.0,5.5,2.0,2.0,21.030731,105.76133,41.5
1.0,141.5,12.0,2.0,2.0,21.078651428222656,105.8026123046875,70.75
1.0,72.6,4.5,2.0,2.0,21.0310840606689,105.774566650391,36.3
1.0,77.0,2.5,2.0,2.0,20.9711540226908,105.827111619519,38.5
1.0,37.0,2.5,2.0,1.0,21.0315778833214,105.857259128173,18.5
1.0,96.0,5.45,3.0,2.0,21.0083656311035,105.802909851074,32.0
1.0,160.0,12.5,4.0,4.0,20.9947910308838,105.86784362793,40.0
1.0,96.0,5.98,3.0,2.0,21.00269889831543,105.79242706298828,32.0
1.0,120.0,4.4,3.0,2.0,21.06269073486328,105.90833282470703,40.0
1.0,70.0,4.0,2.0,1.0,20.9848214262417,105.784675116538,35.0
1.0,88.0,5.05,2.0,2.0,21.01193618774414,105.77499389648438,44.0
1.0,76.0,4.35,2.0,2.0,20.973093,105.83837,38.0
1.0,128.0,13.5,3.0,2.0,21.0234508514404,105.809288024902,42.666666666666664
1.0,90.0,4.4,3.0,2.0,20.993579864501953,105.79821014404297,30.0
0.0,40.0,2.7,1.0,1.0,21.07075309753418,105.8095703125,40.0
1.0,99.0,7.2,3.0,2.0,21.09144401550293,105.78472137451172,33.0
1.0,167.0,16.5,4.0,3.0,21.0229530334473,105.809814453125,41.75
1.0,84.0,4.75,2.0,2.0,20.9763984680176,105.814575195313,42.0
1.0,115.0,8.0,3.0,3.0,20.99988555908203,105.95375061035156,38.333333333333336
1.0,268.0,20.5,4.0,3.0,20.996685028076172,105.87384796142578,67.0
1.0,130.0,8.0,3.0,3.0,21.032211303710938,105.79969787597656,43.333333333333336
0.0,75.0,3.98,3.0,2.0,21.00241470336914,105.964111328125,25.0
1.0,80.0,6.2,2.0,2.0,21.0401592254639,105.76131439209,40.0
1.0,133.0,11.0,2.0,2.0,21.002666473388672,105.8154296875,66.5
1.0,54.0,2.8,2.0,2.0,20.9724466928071,105.820032044109,27.0
1.0,86.0,3.6,2.0,2.0,20.979867935180664,105.7439193725586,43.0
1.0,60.0,3.38,2.0,2.0,21.006574630737305,105.74504852294922,30.0
1.0,102.0,6.9,3.0,2.0,21.031084060668945,105.77456665039062,34.0
