area,price,bedrooms,toilets,legal_status,latitude,longitude,price_square,furniture,house_direction_x,house_direction_y,balcony_direction_x,balcony_direction_y,location_group
68.0,3.0,2,2,0,21.0082664489746,105.952774047852,44.11764705882353,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
66.0,4.2,2,2,1,21.0311622619629,105.760414123535,63.63636363636364,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
145.0,13.5,3,3,1,21.0461521148682,105.915649414063,93.10344827586208,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
190.0,18.0,4,2,1,21.06303596496582,105.79597473144531,94.73684210526316,2,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,1.0,0
101.6,5.9,3,2,1,21.035104751586914,105.76554107666016,58.07086614173229,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
58.0,3.3,2,1,1,20.982533,105.78964,56.89655172413793,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
55.0,3.37,2,2,1,20.97993278503418,105.86463165283203,61.27272727272728,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
137.0,15.0,3,3,1,21.0664214224861,105.826528753377,109.48905109489051,0,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
74.0,5.8,2,2,1,21.09144401550293,105.78472137451172,78.37837837837839,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
100.0,6.0,3,2,1,21.0052261352539,105.738914489746,60.0,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
89.9,4.4,2,2,1,20.979809,105.78757,48.94327030033371,2,-1.8369701987210297e-16,-1.0,-1.0,1.2246467991473532e-16,0
60.0,3.0,2,2,0,21.00241470336914,105.964111328125,50.0,1,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
65.0,2.65,2,2,0,20.963314056396484,105.82673645019531,40.76923076923077,2,-1.8369701987210297e-16,-1.0,6.123233995736766e-17,1.0,0
86.0,4.62,3,2,1,20.97145652770996,105.82817077636719,53.72093023255814,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
63.5,3.5,2,2,0,21.00241470336914,105.964111328125,55.118110236220474,1,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-1.0,0
83.4,3.5,2,2,1,20.960405349731445,105.79469299316406,41.96642685851319,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
135.0,9.0,3,2,1,21.0349542781328,105.794386095788,66.66666666666667,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
74.0,4.5,2,2,3,20.9729385375977,105.866355895996,60.810810810810814,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
64.0,3.66,3,2,3,21.0088520050049,105.743919372559,57.1875,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
137.0,15.0,3,3,1,21.0664214224861,105.826528753377,109.48905109489051,0,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
97.0,5.4,3,3,0,21.0124320983887,105.767395019531,55.670103092783506,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
49.5,4.6,1,2,0,21.115686416625977,105.87013244628906,92.92929292929291,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,2
82.0,6.0,3,2,1,21.0052261352539,105.738914489746,73.17073170731707,1,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
74.5,4.59,2,2,1,20.983375549316406,105.78353118896484,61.61073825503355,2,-1.0,1.2246467991473532e-16,-0.7071067811865477,-0.7071067811865475,0
78.0,3.1,2,2,1,21.0442333221436,105.767318725586,39.74358974358975,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
68.0,3.6,2,1,1,20.963834762573242,105.82245635986328,52.94117647058823,2,0.7071067811865476,0.7071067811865475,1.0,0.0,0
88.87,4.4,2,2,1,20.979808807373047,105.78756713867188,49.51052098570947,2,-0.7071067811865477,-0.7071067811865475,-1.0,1.2246467991473532e-16,0
116.2,5.9,3,2,0,20.97120475769043,105.80105590820312,50.77452667814114,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
149.0,28.0,2,2,3,21.07284927368164,105.81243133544922,187.91946308724832,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
120.0,7.4,3,2,3,21.014835357666,105.817268371582,61.66666666666667,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
161.0,14.0,3,2,0,21.0786514282227,105.802612304688,86.95652173913044,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
103.0,5.0,3,2,3,20.997516632080078,105.795166015625,48.543689320388346,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
63.0,3.9,2,2,0,20.99480628967285,105.94648742675781,61.9047619047619,1,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
96.0,5.05,3,2,1,20.979711532592773,105.84483337402344,52.604166666666664,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
80.0,5.0,3,2,3,20.96920394897461,105.87691497802734,62.5,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
63.0,3.2,2,2,1,21.0025153924701,105.963729997706,50.79365079365079,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
112.0,9.0,2,2,1,21.002666473388672,105.8154296875,80.35714285714286,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
146.0,7.9,4,3,1,20.997516632080078,105.795166015625,54.10958904109589,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
78.0,5.0,2,2,1,21.044233322143555,105.76731872558594,64.1025641025641,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
70.0,5.6,2,2,1,21.016098022460938,105.79248809814453,80.0,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
45.15,3.9,2,1,3,21.0041027069092,105.818695068359,86.37873754152824,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
127.4,8.9,3,2,1,21.034498,105.79552,69.85871271585557,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
131.3,12.7,3,3,1,21.0180606842041,105.79606628417969,96.72505712109671,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
103.0,6.0,3,2,3,20.99453353881836,105.78939056396484,58.25242718446602,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
168.0,13.0,4,2,1,21.003639221191406,105.802978515625,77.38095238095238,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
360.0,61.2,6,6,0,21.0635757446289,105.795310974121,170.0,0,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
114.0,5.7,3,2,1,20.984867095947266,105.8386459350586,50.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
104.0,5.6,3,2,1,21.044233322143555,105.76731872558594,53.84615384615384,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
250.0,27.0,4,4,1,21.006322860717773,105.82319641113281,108.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
110.0,6.5,3,2,3,20.994534,105.78939,59.090909090909086,2,-1.0,1.2246467991473532e-16,-0.7071067811865477,-0.7071067811865475,0
93.0,13.6,2,2,3,21.07284927368164,105.81243133544922,146.23655913978496,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
76.0,2.95,2,1,3,21.06269073486328,105.90833282470703,38.81578947368421,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
66.0,3.729,2,1,1,20.981916,105.74249,56.5,2,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
52.0,1.17,2,2,1,21.0644876,105.8061035,22.5,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
73.81,3.3214500000000005,2,2,0,20.9585018157959,105.82634735107422,45.00000000000001,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
94.0,4.7,3,2,1,21.0442333221436,105.767318725586,50.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
170.0,13.5,4,3,3,21.003639221191406,105.802978515625,79.41176470588235,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
50.0,1.0,2,1,1,20.9848617083262,105.858017274023,20.0,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
72.0,4.65,2,2,1,21.024394989013672,105.72908782958984,64.58333333333334,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
78.0,5.1,2,2,1,21.0442333221436,105.767318725586,65.38461538461537,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
50.0,2.5,2,2,1,21.029512405395508,105.77908325195312,50.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
89.0,4.4,2,2,1,20.979808807373047,105.78756713867188,49.438202247191015,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
60.0,3.9,3,2,1,21.0411202163299,105.779100569806,65.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
77.8,5.79,2,2,1,21.004818,105.80467,74.4215938303342,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
96.0,7.0,3,2,1,21.00269889831543,105.79242706298828,72.91666666666667,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
102.0,7.25,3,2,1,21.064184188842773,105.79916381835938,71.07843137254902,1,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
118.0,5.9,3,2,1,20.99170684814453,105.80937957763672,50.0,2,-1.0,1.2246467991473532e-16,-1.8369701987210297e-16,-1.0,0
130.0,7.0,3,2,1,21.02819061279297,105.7791976928711,53.84615384615385,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
55.0,3.85,2,1,3,20.999277114868164,105.73811340332031,70.0,2,0.7071067811865474,-0.7071067811865477,-0.7071067811865477,-0.7071067811865475,0
75.0,3.1,2,2,3,21.03484535217285,105.91271209716797,41.333333333333336,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
65.0,5.3,2,1,1,21.004817962646484,105.80467224121094,81.53846153846153,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
61.0,6.0,2,2,0,21.005226135253906,105.80506134033203,98.36065573770492,2,-0.7071067811865477,-0.7071067811865475,0.7071067811865474,-0.7071067811865477,0
93.0,8.2,3,2,1,21.0046138763428,105.804077148438,88.17204301075269,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
156.0,10.5,3,3,1,21.0088787078857,105.800254821777,67.3076923076923,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
155.0,9.6,3,3,1,21.008365631103516,105.80290985107422,61.935483870967744,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
146.0,8.0,3,3,1,21.009666442871094,105.79374694824219,54.794520547945204,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
94.0,6.3,3,2,1,21.046696,105.800835,67.02127659574468,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
90.0,4.5,2,2,1,20.9886302947998,105.805709838867,50.0,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
92.0,5.35,3,2,3,21.091917037963867,105.78500366210938,58.15217391304348,2,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,1.0,0
90.0,4.45,3,2,1,21.0442762578307,105.8099405313,49.44444444444444,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
133.0,6.7,3,2,3,20.997516632080078,105.795166015625,50.37593984962406,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
105.0,5.8,3,2,1,21.01743507385254,105.7803955078125,55.23809523809524,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
67.0,2.58,2,2,3,20.9633140563965,105.826736450195,38.507462686567166,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
90.0,3.2,3,2,1,21.0645370181212,105.895969270194,35.55555555555556,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
70.0,4.25,2,2,0,21.024394989013672,105.72908782958984,60.714285714285715,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
79.0,4.5,2,2,3,20.96273422241211,105.86434173583984,56.962025316455694,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
70.0,6.0,2,2,1,21.0048179626465,105.804672241211,85.71428571428571,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
55.0,4.1,2,1,1,21.0305748148385,105.776399419482,74.54545454545455,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
110.0,6.5,3,2,1,21.014835357666,105.817268371582,59.090909090909086,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
95.0,5.2,2,2,1,21.0919170379639,105.785003662109,54.73684210526316,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
35.0,1.79,1,1,1,20.9875727033787,105.80100594976,51.142857142857146,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
47.2,4.84,1,1,1,21.115686416625977,105.87013244628906,102.54237288135593,2,0.7071067811865474,-0.7071067811865477,-0.7071067811865477,-0.7071067811865475,2
87.0,4.5,3,2,1,21.041961669921875,105.79928588867188,51.724137931034484,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
90.8,4.96,3,2,1,21.050870895385742,105.78612518310547,54.62555066079295,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
70.0,3.63,2,2,1,21.0368348693981,105.801656990594,51.85714285714286,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
63.0,2.9,2,1,1,20.962467193603516,105.79236602783203,46.031746031746025,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
93.0,4.73,3,2,1,21.0213382063081,105.772071779904,50.86021505376345,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
95.0,5.35,3,2,1,21.0292377471924,105.793853759766,56.315789473684205,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
101.0,12.2,2,2,1,21.0555477142334,105.80859375,120.79207920792079,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
71.0,3.83,3,2,1,20.9847891476305,105.858115934361,53.943661971830984,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
66.0,4.0,2,2,3,21.0243949890137,105.72908782959,60.60606060606061,2,-1.8369701987210297e-16,-1.0,-1.0,1.2246467991473532e-16,0
114.0,7.55,3,2,1,21.0044253642463,105.806233154029,66.22807017543859,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
77.0,6.24,2,2,1,21.012432098388672,105.76739501953125,81.03896103896103,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
96.99,7.75,3,2,1,21.012432098388672,105.76739501953125,79.90514486029487,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
83.3,5.2,2,2,3,21.0296526989699,105.763809719782,62.424969987995205,2,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,1.0,0
90.0,3.2,3,2,1,21.0645370181212,105.895969270194,35.55555555555556,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
118.0,5.1,3,2,1,20.990697860717773,105.78777313232422,43.220338983050844,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
118.0,5.1,3,2,1,20.990697860717773,105.78777313232422,43.220338983050844,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
277.0,18.9,4,3,1,21.03099250793457,105.78829193115234,68.23104693140795,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
83.0,6.5,3,2,1,21.0495662689209,105.77859497070312,78.3132530120482,2,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,1.0,0
133.0,10.64,3,2,1,21.063656,105.796135,80.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
125.0,6.0,3,2,1,21.031179428100586,105.77904510498047,48.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
100.0,6.5,3,2,1,21.01875877380371,105.7947769165039,65.0,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
68.0,4.0,2,2,1,20.9585018157959,105.82634735107422,58.8235294117647,1,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
61.0,4.6,2,1,1,21.006206512451172,105.73707580566406,75.40983606557376,2,1.0,0.0,-1.0,1.2246467991473532e-16,0
54.0,3.7,2,2,1,20.993993759155273,105.95020294189453,68.51851851851852,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
80.0,3.2,3,2,1,20.961641311645508,105.80349731445312,40.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
66.0,5.6,2,2,1,21.0041467381692,105.803370943319,84.84848484848484,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
58.0,2.55,2,2,0,20.9644546508789,105.831359863281,43.96551724137931,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
64.0,3.0,2,2,0,20.93198013305664,105.85041046142578,46.875,2,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-1.0,0
60.0,2.69,2,2,1,20.959775924682617,105.74188232421875,44.83333333333333,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
80.36,6.8,2,2,1,21.02956771850586,105.79187774658203,84.61921353907415,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
78.0,4.05,2,2,1,21.0577354431152,105.913352966309,51.92307692307692,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
92.0,5.15,2,2,1,21.01875877380371,105.7947769165039,55.97826086956522,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
86.0,4.05,2,2,1,20.9627342224121,105.86434173584,47.093023255813954,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
80.0,5.5,2,2,0,21.0407333374023,105.896560668945,68.75,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
104.0,6.3,3,2,1,21.0311903983296,105.774429147104,60.57692307692308,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
43.0,5.1,1,1,1,20.9965782165527,105.865196228027,118.60465116279069,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
62.0,2.99,2,1,1,21.07016944885254,105.9068374633789,48.22580645161291,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
61.9,3.35,2,2,3,21.009687423706055,105.72159576416016,54.119547657512115,2,-0.7071067811865475,0.7071067811865476,-1.0,1.2246467991473532e-16,0
118.0,5.664,3,2,3,20.990697860717773,105.78777313232422,47.99999999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
80.0,3.5,3,2,0,21.00241470336914,105.964111328125,43.75,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
97.5,7.8,2,2,1,20.99479103088379,105.86784362792969,80.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
153.0,6.885,3,2,1,21.034076690673828,105.77035522460938,45.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
96.8,4.2,3,2,1,21.0096874237061,105.72159576416,43.388429752066116,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
65.0,3.65,2,2,1,20.9729385375977,105.866355895996,56.15384615384615,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
43.0,2.021,1,1,1,21.0024147033691,105.964111328125,47.0,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
75.6,6.5,2,2,1,21.0201683044434,105.780754089355,85.97883597883599,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
109.0,9.0,3,2,1,21.026187896728516,105.7909927368164,82.56880733944955,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
82.0,4.1,3,2,1,21.08234977722168,105.87175750732422,49.99999999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
72.0,4.3,2,2,1,20.9729385375977,105.866355895996,59.72222222222222,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
50.5,3.8,2,2,1,21.050580978393555,105.79224395751953,75.24752475247524,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
96.8,4.2,3,2,1,21.0096874237061,105.72159576416,43.388429752066116,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
68.0,4.2,3,2,1,20.9614754490162,105.835435451582,61.76470588235294,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
55.0,2.95,2,2,1,20.9627342224121,105.86434173584,53.63636363636364,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
88.0,4.2,2,2,1,20.976024627685547,105.7615966796875,47.72727272727273,2,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-1.0,0
145.0,6.3,3,3,1,20.976024627685547,105.7615966796875,43.44827586206897,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
143.0,7.5,3,2,1,20.97366714477539,105.75871276855469,52.44755244755245,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
57.0,3.2,2,2,1,20.964326858520508,105.74954986572266,56.140350877192986,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
180.0,33.5,4,3,0,21.07284927368164,105.81243133544922,186.11111111111111,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
112.0,6.7,3,2,1,20.9945335388184,105.789390563965,59.82142857142858,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
152.0,8.8,2,2,1,21.030044555664062,105.77662658691406,57.89473684210527,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
75.0,4.5,2,2,1,20.9585018157959,105.82634735107422,60.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
53.0,2.1,1,1,0,20.960405349731445,105.79469299316406,39.62264150943397,2,-0.7071067811865477,-0.7071067811865475,-1.0,1.2246467991473532e-16,0
65.0,4.35,2,2,1,20.994585037231445,105.86339569091797,66.92307692307692,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
97.0,4.8,3,2,1,20.979528427124,105.787567138672,49.48453608247422,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
114.0,5.8,3,2,3,20.9599075317383,105.768196105957,50.87719298245614,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
219.0,12.045,6,2,3,21.03144645690918,105.90082550048828,55.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
98.0,5.0,3,2,1,20.9928599644559,105.86304345633,51.02040816326531,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
27.3,2.2,1,1,1,21.008852005004883,105.7439193725586,80.5860805860806,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
120.0,6.6,3,2,1,21.0110893249512,105.799903869629,55.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
113.0,6.4,3,2,3,21.011089324951172,105.7999038696289,56.63716814159292,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
100.0,6.1,3,2,1,21.0110893249512,105.799903869629,61.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
94.0,6.0,3,2,1,21.0110893249512,105.799903869629,63.82978723404255,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
206.0,26.5,2,2,1,21.04437255859375,105.80323028564453,128.64077669902912,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
93.7,6.64,3,2,1,21.045133590698242,105.76779174804688,70.86446104589115,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
65.0,3.65,2,2,1,20.991436004638672,105.75606536865234,56.15384615384615,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
89.0,5.3,2,2,1,21.052268981933594,105.88481140136719,59.55056179775281,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
70.0,3.1,2,2,3,20.99947166442871,105.72045135498047,44.28571428571429,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
68.0,4.0,2,2,1,20.9585018157959,105.826347351074,58.8235294117647,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
95.0,7.5,2,2,1,20.99479103088379,105.86784362792969,78.94736842105263,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
122.0,11.0,3,2,1,21.06303596496582,105.79541778564453,90.16393442622952,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
54.0,2.07,2,1,0,21.0090543454333,105.817785297272,38.33333333333333,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
57.0,3.65,2,1,3,20.963834762573242,105.82245635986328,64.03508771929825,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
61.0,5.1,2,2,1,21.03116226196289,105.76041412353516,83.60655737704917,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
162.0,10.368,3,3,1,21.0069580078125,105.801078796387,64.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
76.0,4.15,3,2,1,20.958904266357422,105.83818054199219,54.60526315789474,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
68.0,3.4,2,2,3,20.9585018157959,105.826347351074,49.99999999999999,1,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
86.0,3.4,3,2,1,21.0118227909607,105.82911686189,39.53488372093023,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
130.0,3.95,4,3,1,21.0140804092289,105.855790031328,30.384615384615383,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
41.0,1.95,2,1,1,20.9315716430013,105.825924597082,47.5609756097561,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
