area,price,longitude,latitude,legal,furniture,frontage,floor,bedroom,toilet
32.2,5.85,105.838344080345,21.0164919933273,1.0,1.0,3.9,4.0,3.0,4.0
60.0,21.9,105.839399545283,21.0009633239463,1.0,2.0,13.0,10.0,24.0,30.0
42.0,5.8,105.843632761695,20.9854914355405,1.0,2.0,3.8,4.0,4.0,4.0
45.0,8.3,105.774173306232,20.9702565766352,1.0,0.0,,4.0,4.0,3.0
41.0,7.5,105.871052458385,21.0003987479667,1.0,1.0,33.0,5.0,3.0,3.0
117.0,12.5,105.774172429059,21.0234820731409,1.0,2.0,5.0,5.0,14.0,14.0
32.0,4.2,105.782075069587,21.0828112158283,1.0,2.0,3.8,2.0,,
77.0,16.2,105.791934904342,20.960528846995,1.0,2.0,4.2,5.0,4.0,4.0
55.0,20.7,105.842987784346,20.9834207434341,1.0,2.0,5.0,7.0,3.0,6.0
39.0,5.5,105.800909835942,20.9875618144773,1.0,2.0,,6.0,4.0,4.0
50.0,12.5,105.824420212488,21.0098037417002,1.0,2.0,,,,
75.0,8.3,105.765794847579,20.9560370402383,1.0,2.0,4.2,3.0,4.0,2.0
40.0,12.98,105.860554603959,21.0121477242943,1.0,2.0,5.0,5.0,,
30.0,4.3,105.830557719787,21.0290297463865,1.0,1.0,5.0,4.0,3.0,3.0
66.6,14.5,105.768894478182,20.9718191835035,1.0,2.0,4.3,4.0,4.0,
39.0,6.5,105.751251654052,20.9458265871726,1.0,2.0,4.4,5.0,4.0,
55.0,16.8,105.835560248835,21.0047956973896,1.0,2.0,4.8,3.0,3.0,2.0
42.0,6.8,105.810786537325,21.0466237427955,1.0,1.0,,4.0,4.0,4.0
70.0,15.5,105.838418601061,21.0188608781964,1.0,2.0,8.0,7.0,17.0,17.0
60.0,20.0,105.80582636252,21.0198047897393,1.0,2.0,5.2,5.0,4.0,4.0
100.0,14.6,105.872616496092,21.0391273413406,1.0,1.0,55.0,4.0,5.0,5.0
48.0,7.5,105.781365248628,21.0923559863975,1.0,1.0,,4.0,3.0,3.0
110.0,18.0,105.788810078518,21.0314720619648,1.0,1.0,7.5,5.0,15.0,15.0
55.0,22.3,105.761879422144,21.0179847645087,1.0,2.0,3.9,5.0,,
65.0,26.0,105.801512178988,21.0120894349342,1.0,2.0,5.0,3.0,3.0,3.0
110.0,30.0,105.80651555718,21.0231631399773,1.0,2.0,6.0,7.0,13.0,14.0
60.0,25.5,105.77308531654,21.0354106304028,1.0,2.0,5.0,7.0,6.0,6.0
70.0,10.7,105.824416717324,21.0423847625824,1.0,2.0,5.5,3.0,2.0,
66.0,17.8,105.765032691894,21.0320231320269,1.0,2.0,4.1,4.0,,
120.0,23.0,105.804377580201,21.0897511577565,1.0,2.0,7.5,8.0,32.0,32.0
53.0,23.2,105.820374089632,21.0125920731149,1.0,1.0,5.3,1.0,1.0,1.0
40.0,9.85,105.877020784862,21.0474272415188,1.0,2.0,,6.0,3.0,4.0
40.0,8.6,105.746120924088,21.0382858974224,1.0,2.0,5.2,4.0,4.0,4.0
35.0,8.9,105.839348683402,21.0130432376356,1.0,2.0,3.8,7.0,4.0,6.0
36.0,8.9,105.791661498653,21.0458860869588,1.0,2.0,,,9.0,
73.0,3.5,105.856576569756,21.1384584996455,1.0,1.0,12.0,1.0,2.0,1.0
36.0,7.9,105.871471947142,21.0463946106812,1.0,2.0,4.8,5.0,3.0,4.0
58.0,15.8,105.880707493641,21.0452194303251,1.0,2.0,,5.0,,
86.0,27.5,105.824229227528,21.0686814704492,1.0,2.0,6.0,7.0,10.0,10.0
60.0,15.5,105.778427884957,21.0432573547238,1.0,2.0,,6.0,6.0,6.0
140.0,21.4,105.896024099929,21.0601327729355,1.0,2.0,,5.0,,
96.0,18.0,105.842592229754,20.9582087600843,1.0,2.0,5.0,6.0,22.0,23.0
45.0,16.8,105.808620251149,21.0208256111816,1.0,2.0,4.0,5.0,5.0,5.0
50.0,12.1,105.907582132197,21.0252393897144,1.0,2.0,,5.0,3.0,4.0
107.0,41.0,105.810760213949,21.0378925942369,1.0,2.0,17.0,5.0,4.0,4.0
45.0,10.5,105.805735508517,21.0429667207635,1.0,2.0,,,6.0,
35.0,6.95,105.769379712527,21.0309493157017,1.0,2.0,5.0,5.0,3.0,4.0
35.0,8.2,105.794425902322,21.0714025272808,1.0,2.0,5.0,5.0,,
50.0,11.8,105.837060978662,21.0266782003136,1.0,2.0,5.0,6.0,4.0,5.0
32.0,3.05,105.756775641197,20.9427636470256,1.0,2.0,,4.0,3.0,3.0
38.0,4.3,105.779594500862,21.064258289278,,2.0,,5.0,4.0,3.0
70.0,14.0,105.804336830569,21.0599923580035,1.0,2.0,5.5,6.0,15.0,15.0
66.8,5.83,105.755083246097,20.9680585626854,1.0,1.0,4.15,1.0,2.0,1.0
40.0,4.9,105.772329923701,20.9682360542375,1.0,2.0,4.2,5.0,,
53.0,10.5,105.770839048481,21.0122534920754,1.0,2.0,4.5,7.0,13.0,
30.0,6.5,105.794370042513,21.0713491176915,1.0,2.0,5.0,5.0,4.0,3.0
62.0,25.9,105.786584424028,21.0414044310941,1.0,2.0,,7.0,,
45.0,7.5,105.846939263719,20.9934011348489,1.0,2.0,,5.0,,
84.0,21.2,105.7943322,21.0713761,1.0,2.0,,7.0,,
35.5,5.9,105.820345884583,21.0155437563468,1.0,1.0,4.3,5.0,3.0,4.0
55.0,9.0,105.7943322,21.0713761,1.0,1.0,4.5,4.0,4.0,3.0
50.0,8.9,105.7691422,20.9687939,1.0,2.0,5.0,5.0,,
25.0,6.5,105.807892513202,20.9998105027688,1.0,1.0,,5.0,3.0,4.0
70.0,14.0,105.785856504845,21.0731249888898,1.0,2.0,5.5,6.0,15.0,15.0
63.0,8.35,105.794544483854,21.0713637313577,1.0,1.0,,4.0,5.0,6.0
31.0,7.5,105.794724655218,21.0714075536075,1.0,1.0,4.0,6.0,3.0,5.0
50.8,10.0,105.783957799731,21.009577224788,1.0,2.0,5.5,,,
36.0,8.9,105.781519186167,21.045276570098,1.0,2.0,3.6,5.0,2.0,4.0
32.0,8.0,105.779445016386,21.0642160933677,1.0,1.0,,6.0,4.0,5.0
80.0,24.5,105.799933987608,21.0318071125075,1.0,2.0,4.1,4.0,4.0,4.0
36.0,2.45,105.739228218263,20.9150599149141,1.0,1.0,,3.0,4.0,3.0
43.0,14.6,105.821647122668,21.02079370842,1.0,2.0,,4.0,6.0,7.0
55.0,15.1,105.800580294365,21.041436008637,1.0,2.0,4.0,5.0,4.0,3.0
33.0,7.55,105.781593357997,21.0540814127528,1.0,1.0,,3.0,3.0,2.0
61.0,17.0,105.8062465,21.023229,1.0,2.0,5.0,7.0,,
32.0,4.85,105.748453312115,21.0057242800356,1.0,,4.6,4.0,3.0,3.0
38.0,10.5,105.823443617195,21.0260041209052,1.0,2.0,4.6,5.0,3.0,4.0
35.0,2.75,105.736216970811,20.9344695743145,1.0,1.0,,4.0,4.0,3.0
31.0,6.3,105.794460425117,21.0712446002895,1.0,1.0,4.2,5.0,3.0,4.0
31.0,6.05,105.79454726919,21.0715479461389,1.0,2.0,,6.0,3.0,4.0
33.0,6.3,105.781689236749,21.0536732844915,1.0,1.0,7.35,4.0,3.0,3.0
40.0,14.0,105.786481838037,21.0418693173611,1.0,1.0,4.0,6.0,5.0,4.0
30.0,6.4,105.777633774499,21.0064656325353,1.0,1.0,3.8,5.0,4.0,4.0
50.0,9.25,105.809219784776,21.0608880422325,1.0,1.0,5.0,5.0,6.0,5.0
48.0,18.9,105.838182664913,21.0187020242136,1.0,2.0,12.0,6.0,,
32.0,3.2,105.7189632,20.9319189,1.0,1.0,,5.0,4.0,4.0
55.0,11.5,105.836713926162,21.023327739506,1.0,2.0,4.1,5.0,6.0,4.0
70.0,14.0,105.751492722359,21.0572097001753,1.0,2.0,5.5,6.0,15.0,15.0
50.0,12.0,105.773961963436,21.0235831320271,1.0,2.0,,7.0,11.0,11.0
38.0,4.8,105.721863500988,20.9984633137811,1.0,1.0,4.2,5.0,5.0,5.0
70.0,14.0,105.788174993917,21.0460474994429,1.0,2.0,5.5,6.0,15.0,15.0
39.0,9.5,105.827401713067,21.0258442361862,1.0,2.0,4.0,6.0,4.0,5.0
63.0,15.0,105.813357007399,20.9907447641431,1.0,2.0,4.2,8.0,17.0,17.0
70.0,6.5,105.734460372663,20.9774186214318,1.0,1.0,4.0,4.0,4.0,4.0
45.0,7.35,105.817218560012,20.9979949834913,1.0,2.0,3.95,4.0,4.0,3.0
120.0,23.0,105.7456725,21.0477665,1.0,2.0,7.0,9.0,46.0,47.0
37.0,5.98,105.866713161822,21.0497791434427,1.0,2.0,,5.0,3.0,
50.0,9.5,105.7624855,21.0452512,1.0,2.0,,7.0,12.0,12.0
85.0,19.0,105.745481699749,21.0479523271745,1.0,2.0,5.0,7.0,23.0,23.0
115.0,45.0,105.8468596,21.0225734,1.0,2.0,6.45,9.0,16.0,
30.0,5.9,105.757798972935,21.0010246321424,1.0,1.0,3.4,5.0,3.0,4.0
85.0,15.8,105.774000433401,21.0377560190655,1.0,2.0,5.0,7.0,17.0,17.0
44.0,9.5,105.801095370261,21.0122832271207,1.0,2.0,,5.0,9.0,9.0
56.0,18.8,105.8338142,21.0267424,1.0,2.0,5.5,4.0,4.0,
45.0,5.2,105.789492774772,21.0751416950222,,2.0,5.0,5.0,5.0,4.0
50.0,8.9,105.794134866778,21.0713646659497,1.0,2.0,,5.0,4.0,
40.0,7.9,105.813120998882,21.0458024873653,1.0,1.0,6.2,2.0,2.0,2.0
60.0,15.5,105.866635599505,21.0495663720652,1.0,1.0,4.6,6.0,4.0,4.0
100.0,19.0,105.903213432298,21.0383768447378,1.0,2.0,6.0,4.0,4.0,4.0
46.0,2.8,105.711428221979,20.9631099754791,1.0,2.0,,3.0,3.0,3.0
50.0,5.8,105.789551120931,21.0752324790125,1.0,2.0,5.8,5.0,6.0,5.0
38.0,5.2,105.891379788402,21.0667256373521,1.0,1.0,3.2,5.0,3.0,3.0
50.0,8.9,105.87768493601,21.0407434367306,1.0,2.0,5.0,5.0,4.0,5.0
31.0,5.5,105.747483057045,20.9707644629719,1.0,2.0,,5.0,5.0,5.0
50.0,11.5,105.841308125219,20.9917256169414,1.0,2.0,,6.0,14.0,14.0
50.0,24.9,105.8443155,21.0318859,1.0,2.0,4.0,9.0,9.0,
30.0,4.3,105.721815694815,21.008288789697,1.0,1.0,3.7,5.0,3.0,4.0
96.0,11.7,105.84961320512,20.9981749450306,1.0,2.0,16.0,2.0,3.0,2.0
70.0,28.8,105.8482826,21.0259669,1.0,2.0,5.26,5.0,5.0,
39.8,3.55,105.710222691807,21.0685503953316,1.0,,3.8,4.0,4.0,3.0
40.0,7.8,105.8988115,21.0526129,1.0,1.0,4.5,6.0,4.0,
42.0,7.15,105.808971354318,21.0326822867567,1.0,2.0,4.0,5.0,4.0,4.0
43.0,7.7,105.845680845517,20.9961381334334,1.0,2.0,,5.0,7.0,5.0
30.0,6.5,105.809709560126,20.9979412212139,1.0,1.0,41.0,5.0,4.0,4.0
121.0,51.0,105.7992852,21.0462988,1.0,2.0,6.2,8.0,9.0,
39.0,10.9,105.827949273044,20.9999288278189,1.0,2.0,3.6,5.0,7.0,6.0
30.6,5.05,105.821784081426,21.0045668775678,1.0,1.0,4.89,5.0,3.0,3.0
30.0,12.8,105.792604403715,21.0188703130165,1.0,2.0,4.5,5.0,5.0,5.0
48.0,8.88,105.8503425,20.998032,1.0,2.0,6.0,6.0,10.0,10.0
60.0,14.2,105.824037582143,21.0738669655293,1.0,2.0,,,11.0,
58.0,11.3,105.813716231624,20.9922317602479,1.0,2.0,,4.0,3.0,
45.0,13.8,105.821765091245,20.9979791724644,1.0,2.0,4.8,,,
55.0,8.9,105.872827485283,21.0396528589516,1.0,1.0,,5.0,5.0,
35.0,7.29,105.865080486796,20.9908536326308,1.0,2.0,4.2,5.0,3.0,4.0
56.0,11.5,105.825755849743,21.0349571001062,1.0,0.0,4.0,4.0,4.0,3.0
55.0,12.5,105.898012966934,21.0655240014377,,2.0,4.2,6.0,,
54.0,11.6,105.825861438534,20.9990603675247,1.0,2.0,,4.0,6.0,
86.0,21.0,105.852447225903,21.0289486097874,1.0,2.0,5.6,4.0,5.0,4.0
45.0,8.45,105.757042,21.0516426,1.0,2.0,4.0,5.0,9.0,9.0
35.0,7.98,105.810968680255,21.0034073780283,1.0,2.0,4.0,6.0,4.0,4.0
36.0,6.99,105.763819110523,21.0081573709335,1.0,2.0,,6.0,8.0,8.0
50.0,9.6,105.916321028791,21.0341561537036,1.0,2.0,6.0,7.0,4.0,5.0
70.0,14.0,105.78369848724,21.0571699026902,1.0,,5.5,6.0,15.0,15.0
45.0,8.9,105.740729545459,21.0506482283907,1.0,2.0,,,12.0,12.0
45.0,9.6,105.79942275309,21.0318751019886,1.0,2.0,,6.0,11.0,6.0
68.0,7.7,105.866588409705,20.9982347617262,1.0,2.0,5.0,4.0,4.0,3.0
55.0,10.9,105.77095603099,21.0122829631699,1.0,2.0,,7.0,13.0,13.0
42.0,11.5,105.810995462962,21.0380493162133,1.0,1.0,4.3,5.0,4.0,4.0
48.0,7.95,105.8378366,21.0695076,1.0,2.0,4.0,4.0,4.0,4.0
42.0,10.35,105.769069959261,21.030956580368,1.0,2.0,,7.0,10.0,10.0
62.0,13.8,105.766989970369,21.0512765369206,1.0,2.0,,7.0,17.0,17.0
48.0,7.4,105.782472590063,21.0050349541819,1.0,2.0,4.0,5.0,5.0,3.0
55.0,18.0,105.81112523443,21.0413765422887,1.0,1.0,4.6,5.0,5.0,4.0
45.0,13.3,105.818228035435,21.0103162368754,1.0,1.0,,4.0,,
40.0,6.9,105.757042,21.0516426,1.0,2.0,,5.0,8.0,8.0
70.0,9.2,105.901698995104,21.0562101605034,1.0,2.0,5.0,5.0,4.0,4.0
70.0,15.9,105.7461221,21.0379017,1.0,2.0,,7.0,18.0,19.0
46.0,11.98,105.785676751296,21.0368126491776,1.0,2.0,,5.0,4.0,4.0
45.0,9.5,105.7624855,21.0452512,1.0,2.0,,5.0,9.0,9.0
42.0,8.3,105.8150776,21.0070593,1.0,2.0,,5.0,9.0,9.0
68.0,14.7,105.800556728783,20.9874556013008,1.0,2.0,4.8,4.0,5.0,3.0
60.0,14.2,105.864230319858,20.9915294664306,1.0,2.0,4.7,4.0,4.0,4.0
70.4,11.2,105.758257171594,21.0012125396711,1.0,2.0,5.0,3.0,4.0,4.0
75.0,24.9,105.8089097,21.0325448,1.0,2.0,6.0,9.0,22.0,
60.0,15.0,105.798909814107,21.0464060264556,1.0,2.0,5.5,7.0,15.0,15.0
60.0,12.3,105.745885944611,21.0476889892998,,2.0,,7.0,17.0,17.0
40.0,8.0,105.821949380769,21.0144841015711,1.0,2.0,5.0,6.0,4.0,
38.0,7.3,105.804448871508,21.0217958781651,1.0,1.0,4.0,5.0,4.0,4.0
55.0,11.6,105.745012068906,21.029397378023,1.0,2.0,4.0,7.0,12.0,12.0
65.0,25.5,105.772986354368,21.0355411596614,1.0,2.0,5.0,7.0,6.0,7.0
50.0,11.6,105.7527552,21.0341875,1.0,2.0,4.5,7.0,12.0,12.0
60.0,9.0,105.833851853837,21.0146658322442,1.0,2.0,45.0,4.0,4.0,2.0
42.0,7.3,105.831402545053,21.010392332407,1.0,2.0,6.0,5.0,3.0,
37.0,8.3,105.777445679013,21.0718396407805,1.0,2.0,4.2,6.0,4.0,4.0
40.0,7.75,105.835222229744,20.9712120248918,1.0,2.0,3.8,4.0,4.0,2.0
60.0,12.5,105.787825618014,20.9827198671288,1.0,2.0,4.0,4.0,4.0,4.0
40.0,9.5,105.816174780381,21.0399316286922,1.0,1.0,7.86,6.0,4.0,4.0
32.0,4.25,105.907801976382,21.0248069244036,1.0,1.0,,5.0,3.0,4.0
58.0,10.5,105.770927752318,21.0121330216499,1.0,2.0,,7.0,13.0,13.0
32.0,5.95,105.810384609106,21.0464499705364,1.0,0.0,4.0,2.0,3.0,3.0
40.0,11.0,105.828061619269,21.0002072842943,1.0,2.0,3.6,6.0,4.0,4.0
30.0,5.2,105.833353210542,21.0181293772391,1.0,2.0,2.0,4.0,3.0,4.0
42.0,4.4,105.854987997046,20.9096922634165,1.0,1.0,4.8,4.0,4.0,3.0
51.0,5.5,105.896743260001,21.0233850094621,1.0,0.0,4.0,2.0,3.0,2.0
42.0,10.7,105.8281504929,21.0003618638977,1.0,2.0,3.6,5.0,4.0,4.0
70.0,14.0,105.806325519871,21.0647706187379,1.0,2.0,5.5,6.0,15.0,15.0
50.0,9.5,105.801316555522,21.0119122432794,1.0,2.0,,5.0,9.0,9.0
43.0,3.7,105.698022981403,21.0071740793166,1.0,1.0,3.5,4.0,4.0,3.0
40.0,2.0,105.851097778015,21.1621956869377,1.0,1.0,3.5,1.0,1.0,1.0
33.0,6.65,105.90089644822,21.0321273618547,1.0,2.0,,5.0,3.0,4.0
41.0,10.5,105.8418372,21.0425212,1.0,2.0,6.0,5.0,4.0,4.0
35.0,6.2,105.759561136365,20.9689415921126,1.0,2.0,,5.0,,
30.0,4.85,105.898986283321,21.0527515689936,1.0,2.0,4.2,5.0,3.0,3.0
50.0,15.9,105.801338084874,20.9939678982949,1.0,2.0,,7.0,,
40.0,13.5,105.7864094,21.0416888,1.0,1.0,4.0,6.0,5.0,5.0
47.0,18.8,105.800693406803,21.0414852747584,1.0,1.0,4.3,7.0,4.0,
43.0,10.4,105.827926576563,21.0003153638147,1.0,2.0,4.0,5.0,5.0,
48.0,10.65,105.80156755447,21.0299987760379,1.0,2.0,,6.0,11.0,11.0
40.0,8.6,105.746312105564,21.0379547574035,1.0,1.0,5.2,4.0,4.0,
30.0,4.35,105.93497777889,21.0389267085907,1.0,1.0,,4.0,3.0,3.0
73.0,26.5,105.800667668716,20.9988764771243,1.0,2.0,5.2,6.0,,5.0
48.0,10.5,105.824332898025,21.0409203182071,1.0,1.0,,,9.0,10.0
40.0,9.2,105.767154141585,21.0176638981611,1.0,,,5.0,9.0,8.0
45.0,7.9,105.82849736456,21.0006913822841,1.0,2.0,4.2,5.0,4.0,5.0
31.0,5.5,105.909449954552,21.0104895115697,1.0,1.0,4.9,5.0,4.0,4.0
51.0,11.3,105.808174590653,21.0117326973219,1.0,1.0,5.0,5.0,7.0,6.0
60.0,13.8,105.7624855,21.0452512,1.0,2.0,,7.0,17.0,17.0
30.0,2.54,105.718678207993,20.9319307474596,1.0,1.0,3.5,5.0,3.0,4.0
50.0,11.0,105.801585085426,21.0301440762429,1.0,1.0,5.5,5.0,4.0,2.0
60.0,10.9,105.826054650129,20.996529388144,1.0,2.0,3.5,4.0,6.0,4.0
32.0,4.9,105.75571693102,21.0876599072578,1.0,1.0,5.0,5.0,3.0,4.0
55.0,11.9,105.745889240054,21.0548945162342,1.0,2.0,,7.0,17.0,17.0
37.0,1.9,105.713190395706,20.9346212446871,1.0,2.0,,,3.0,2.0
40.0,7.8,105.849894585209,20.9833710845429,1.0,2.0,4.0,5.0,3.0,4.0
82.0,20.2,105.808812014344,21.0326240166682,1.0,2.0,6.0,4.0,,
80.0,20.0,105.779158,21.04087,1.0,2.0,5.5,5.0,5.0,
110.0,21.0,105.810183741034,21.0440917492751,1.0,2.0,4.5,4.0,5.0,5.0
33.0,2.65,105.703777750613,20.9438788568377,1.0,2.0,3.7,5.0,3.0,3.0
35.0,5.3,105.7442221,21.0483463,1.0,2.0,,5.0,4.0,4.0
39.0,9.3,105.844684437124,21.0018975430622,1.0,2.0,,,8.0,8.0
42.0,8.6,105.810996715942,21.0513208023726,1.0,1.0,3.8,3.0,3.0,3.0
35.0,11.6,105.788340818379,21.0314770798931,1.0,1.0,,5.0,6.0,4.0
20.0,9.0,105.852989038158,21.0241066830991,1.0,1.0,,4.0,3.0,2.0
43.0,5.1,105.883661155959,20.9769996579526,1.0,2.0,4.5,4.0,3.0,3.0
32.6,5.65,105.827761486019,21.0272752205073,,1.0,4.29,4.0,4.0,4.0
116.0,50.0,105.8096212,21.029527,1.0,2.0,7.0,4.0,6.0,
60.0,13.8,105.7624855,21.0452512,1.0,2.0,,7.0,18.0,18.0
27.0,2.38,105.871796193464,20.9890857729837,,2.0,4.5,,,
55.0,10.9,105.810347506033,21.0467644133731,1.0,2.0,,4.0,4.0,
14.0,1.95,105.849879457921,21.0384177104682,1.0,2.0,5.0,4.0,3.0,3.0
40.0,2.87,105.879730191049,20.9819990896197,,1.0,4.0,2.0,2.0,2.0
250.0,66.0,105.8241243,21.0741939,1.0,2.0,9.0,5.0,8.0,
45.0,17.0,105.810165971648,21.0362364391736,1.0,0.0,4.0,5.0,4.0,5.0
35.5,5.9,105.820542282859,21.0154503316921,1.0,1.0,4.3,5.0,3.0,4.0
130.0,37.0,105.777804304876,21.0063328053966,,2.0,9.0,7.0,18.0,19.0
156.5,75.0,105.7622547,21.0206023,1.0,2.0,24.0,9.0,8.0,
120.0,36.0,105.804722996556,21.059794881025,1.0,2.0,5.0,5.0,4.0,4.0
110.0,7.0,105.883746781626,21.0252847089918,1.0,2.0,5.0,1.0,2.0,1.0
90.0,29.5,105.825272762768,21.0321466242403,1.0,2.0,6.0,7.0,5.0,7.0
120.0,35.8,105.7945887,21.0395133,1.0,2.0,10.0,8.0,24.0,24.0
55.0,22.0,105.836676742197,21.0521955217936,1.0,2.0,5.0,8.0,5.0,6.0
120.0,43.0,105.767309890864,21.0233134286291,1.0,2.0,7.0,9.0,14.0,15.0
60.0,13.0,105.866345982042,20.9884290288755,1.0,2.0,5.0,6.0,4.0,5.0
112.0,25.0,105.865026013444,21.0114317749909,1.0,2.0,5.0,5.0,,
55.0,14.5,105.859859984109,21.0088809483966,1.0,1.0,,6.0,,
58.0,25.0,105.773476349729,21.0353574276531,1.0,1.0,4.3,7.0,6.0,
98.0,27.9,105.832780767865,20.9920919441548,1.0,2.0,5.0,5.0,6.0,
28.0,7.8,105.852807787232,21.0359403060963,1.0,2.0,3.4,2.0,2.0,2.0
35.0,3.6,105.7189807,20.9894633,1.0,1.0,,4.0,5.0,4.0
90.0,23.0,105.810695468941,21.0381709291912,1.0,2.0,5.2,6.0,,
39.0,6.55,105.832343786083,21.0225584299738,1.0,2.0,5.0,5.0,,
120.0,32.9,105.8062465,21.023229,1.0,2.0,6.0,8.0,16.0,
50.0,3.65,105.708697094616,20.9657791305936,1.0,2.0,3.5,3.0,3.0,3.0
37.0,8.2,105.827665693641,21.0274507762018,1.0,2.0,4.0,5.0,4.0,3.0
45.0,12.9,105.7923536005,21.0184914349415,1.0,2.0,3.5,5.0,4.0,3.0
34.0,3.98,105.715799386067,21.0544179120207,1.0,1.0,5.0,5.0,4.0,4.0
41.0,16.9,105.826863116891,21.013713565489,1.0,1.0,4.0,5.0,5.0,3.0
30.0,3.0,105.759569945966,20.9163309685157,1.0,1.0,,3.0,3.0,2.0
20.0,5.5,105.859298774418,20.9876051213411,1.0,2.0,32.0,4.0,3.0,4.0
35.7,5.5,105.746329260053,20.9484341683974,1.0,1.0,3.2,4.0,4.0,3.0
50.0,4.6,105.722141804458,20.945964028572,1.0,1.0,,5.0,5.0,3.0
52.0,7.9,105.809232925339,21.0609472783697,1.0,1.0,,4.0,4.0,3.0
30.0,3.1,105.760301472872,20.9191336390469,1.0,1.0,,4.0,3.0,3.0
70.0,19.6,105.843207617773,20.9833058808718,1.0,1.0,5.0,4.0,5.0,5.0
65.0,18.2,105.809903764958,21.0190333786674,1.0,2.0,5.0,6.0,6.0,6.0
38.6,4.9,105.746409981285,20.9483654003445,1.0,1.0,3.5,4.0,4.0,3.0
55.0,11.5,105.808231745009,21.0202766968658,1.0,2.0,4.2,4.0,5.0,6.0
35.9,2.45,105.744604859558,20.9034467388094,1.0,1.0,3.2,3.0,3.0,3.0
31.0,8.0,105.785504479538,21.0730354585353,1.0,2.0,5.0,5.0,3.0,
38.6,4.9,105.746125437039,20.9481287311164,1.0,1.0,3.5,4.0,4.0,3.0
60.0,9.7,105.871646022506,21.0465726429358,1.0,2.0,3.5,4.0,4.0,
80.0,18.5,105.888497911027,21.0546338705752,1.0,2.0,5.5,6.0,4.0,
36.0,9.1,105.846652882482,21.0023669503449,1.0,2.0,5.0,5.0,3.0,4.0
41.9,2.9,105.779260115578,21.1686971340182,1.0,0.0,4.6,3.0,3.0,2.0
58.0,25.5,105.772864042185,21.035550546636,1.0,2.0,,7.0,7.0,7.0
33.0,7.4,105.770714904863,20.970313343393,1.0,2.0,4.0,5.0,3.0,4.0
32.0,4.65,105.75139316118,20.9456587503862,1.0,1.0,4.5,5.0,3.0,4.0
39.8,5.5,105.851449128242,21.0356466834495,1.0,1.0,5.0,,,
30.0,4.35,105.74190652467,20.9446679217905,1.0,1.0,,4.0,3.0,3.0
35.0,5.5,105.804694213994,21.0501357336175,1.0,2.0,4.2,4.0,3.0,3.0
55.0,18.5,105.85471643473,21.0056977805295,1.0,2.0,4.0,6.0,4.0,5.0
60.0,17.5,105.884117450766,21.0288878205653,1.0,2.0,5.0,7.0,4.0,
41.0,7.35,105.883312430683,21.0498362471304,1.0,1.0,,5.0,3.0,3.0
50.0,9.5,105.892302019856,21.0281721854192,1.0,2.0,5.0,6.0,4.0,
32.0,5.2,105.863362708887,20.9913676505081,1.0,2.0,3.5,5.0,3.0,4.0
45.0,8.8,105.842463707489,20.9967743979916,1.0,2.0,4.0,4.0,5.0,4.0
46.0,8.0,105.850281446151,20.9982395677405,1.0,2.0,3.9,5.0,7.0,7.0
32.0,6.89,105.838688082918,20.99102911818,1.0,2.0,3.2,5.0,3.0,4.0
90.0,24.0,105.86686085689,21.0497716079683,1.0,2.0,4.5,8.0,6.0,6.0
40.0,6.65,105.868134873755,20.9719393673091,1.0,2.0,,4.0,4.0,4.0
39.0,3.63,105.70884589999,21.0669694464283,1.0,1.0,3.6,4.0,4.0,3.0
85.0,25.0,105.811344988417,21.0181005206516,1.0,2.0,5.0,5.0,4.0,4.0
78.5,16.65,105.7976433186,21.0420157130964,1.0,2.0,,,20.0,20.0
30.0,7.1,105.77983777117,20.9687387013302,1.0,2.0,,5.0,3.0,4.0
36.0,7.4,105.863115099602,21.0086453564972,1.0,2.0,3.8,5.0,5.0,4.0
48.0,8.6,105.850296485304,20.9981956270719,1.0,2.0,3.8,5.0,6.0,4.0
35.0,7.35,105.936425490159,21.0154707477075,1.0,2.0,3.5,5.0,6.0,4.0
32.0,6.5,105.794992285339,20.9585208211159,1.0,2.0,5.0,4.0,4.0,3.0
35.0,7.65,105.818854490625,20.9872913781025,1.0,2.0,3.2,5.0,4.0,3.0
55.0,20.5,105.795384467836,21.0226790643169,1.0,2.0,4.2,5.0,,
35.0,6.9,105.808944391446,21.032550771226,1.0,2.0,5.8,5.0,3.0,4.0
45.0,6.85,105.876071511274,21.05258854819,1.0,2.0,6.0,4.0,3.0,4.0
38.0,15.0,105.800405851826,21.0379147097071,1.0,2.0,6.0,7.0,,
19.0,2.8,105.836155803867,21.0234537915458,1.0,2.0,3.0,5.0,3.0,4.0
50.0,10.6,105.8410969,21.0125852,1.0,3.0,4.0,5.0,3.0,3.0
40.0,8.9,105.840153287367,21.0126808742209,1.0,2.0,4.0,6.0,3.0,4.0
43.0,14.2,105.821543037302,21.0210288343419,1.0,1.0,4.0,,6.0,
35.0,3.9,105.714664550805,21.0828090260331,1.0,1.0,3.5,4.0,4.0,3.0
72.0,32.9,105.788361499301,21.016332387588,1.0,2.0,,6.0,,
46.0,12.8,105.917746184745,21.0211576644101,1.0,1.0,5.2,6.0,3.0,4.0
48.0,15.7,105.769095582418,20.9688243835014,1.0,2.0,4.0,6.0,6.0,5.0
50.0,9.2,105.843822061049,20.9850920049105,1.0,2.0,4.0,5.0,4.0,4.0
45.0,13.8,105.813588151244,21.033984730769,1.0,2.0,5.1,7.0,6.0,7.0
