area,price,longitude,latitude,legal,furniture,frontage,floor,bedroom,toilet
165.0,48.0,105.809058042995,21.0556423962549,1.0,2.0,8.0,9.0,28.0,28.0
55.0,15.0,105.802530507137,21.0431335155492,1.0,2.0,4.0,7.0,7.0,7.0
42.0,9.5,105.8275913,21.0255158,1.0,2.0,4.2,6.0,5.0,5.0
42.0,7.95,105.817090946177,20.994546696076,1.0,2.0,,4.0,4.0,3.0
40.0,5.95,105.9346688,21.0387726,1.0,1.0,,6.0,3.0,4.0
41.0,9.9,105.826962804032,21.0315895502425,1.0,2.0,,,9.0,9.0
50.0,13.0,105.808613905396,21.0555587631634,1.0,2.0,5.0,4.0,4.0,4.0
32.0,6.68,105.902461227492,21.0244366729541,1.0,2.0,4.2,6.0,3.0,3.0
151.0,7.5,105.806690993848,20.9872963098629,,2.0,,3.0,,
150.0,42.0,105.804214874875,20.9975598882307,1.0,1.0,8.0,3.0,5.0,6.0
77.0,15.5,105.8326225,21.0160174,1.0,1.0,4.0,2.0,2.0,2.0
25.0,3.88,105.813166881516,20.9918898043667,1.0,2.0,3.3,4.0,2.0,2.0
60.0,12.6,105.81208357134,21.0031670001532,1.0,2.0,5.2,6.0,20.0,20.0
40.0,6.85,105.865601416845,21.0032408282332,,2.0,3.0,4.0,2.0,3.0
165.0,35.8,105.8109757,21.0514559,1.0,2.0,10.0,5.0,7.0,4.0
60.0,10.7,105.822965624367,21.0166089022808,1.0,2.0,6.0,4.0,4.0,3.0
46.0,13.7,105.845137640449,21.0252580737808,1.0,2.0,,5.0,3.0,4.0
42.0,6.6,105.827595602535,21.0255156769558,1.0,2.0,4.0,5.0,4.0,3.0
38.0,7.8,105.853639839134,20.9867568895049,1.0,1.0,4.0,5.0,3.0,4.0
35.0,5.85,105.87966675802,20.9821276919947,1.0,2.0,3.5,5.0,3.0,4.0
52.54,7.4,105.837634363649,21.0118243915129,1.0,1.0,3.5,4.0,2.0,3.0
45.0,8.6,105.803602574216,21.0182921420148,1.0,1.0,6.0,3.0,3.0,3.0
51.0,13.2,105.826583702522,21.0662398814181,1.0,2.0,,7.0,6.0,6.0
66.0,7.5,105.823907587557,21.0743012178297,1.0,1.0,4.3,4.0,4.0,4.0
55.0,8.5,105.768507426272,20.9716939323258,1.0,2.0,5.0,4.0,4.0,4.0
45.0,6.6,105.837727723642,21.0693881124012,1.0,2.0,3.6,5.0,3.0,4.0
26.0,0.89,105.849520627952,21.045170577801,,1.0,3.2,1.0,2.0,1.0
52.0,13.6,105.796170391897,20.9789480578255,1.0,2.0,4.0,4.0,4.0,4.0
45.0,6.52,105.893119475696,21.0261021214754,1.0,2.0,,4.0,4.0,3.0
100.0,6.5,105.89388773797,20.9743382492032,1.0,2.0,10.0,3.0,3.0,3.0
48.0,11.2,105.872546538256,21.0439685537621,1.0,1.0,4.0,5.0,5.0,3.0
30.0,4.35,105.721798349161,20.9983699465954,1.0,2.0,3.8,5.0,3.0,3.0
58.0,6.9,105.790670741443,21.0458903538776,1.0,2.0,,,,
55.0,18.0,105.813415572875,21.0335873174724,1.0,1.0,3.58,3.0,3.0,3.0
38.0,6.88,105.855352413262,21.0183133027598,1.0,3.0,,3.0,4.0,4.0
68.0,15.5,105.825176693192,21.0320662287522,1.0,1.0,,4.0,4.0,3.0
38.5,15.5,105.8083282,21.0203116,1.0,2.0,3.6,4.0,2.0,3.0
42.0,3.4,105.828661821858,21.065327870147,0.0,2.0,5.8,3.0,3.0,3.0
30.0,2.05,105.832200444351,21.0628291051818,,2.0,4.2,2.0,2.0,2.0
43.0,7.25,105.817000575678,20.9940553961482,1.0,2.0,4.0,4.0,4.0,3.0
47.0,10.0,105.772236575041,21.0383581816529,1.0,2.0,,5.0,9.0,9.0
40.0,8.0,105.847750685667,21.0353318768475,1.0,1.0,,4.0,6.0,5.0
68.0,8.5,105.749416233358,21.0047265247263,1.0,1.0,5.0,3.0,3.0,3.0
42.0,6.7,105.809723056786,21.0074237412062,1.0,2.0,,4.0,3.0,3.0
75.0,25.0,105.850364968995,20.9981255570548,1.0,2.0,,6.0,4.0,5.0
36.0,4.2,105.737015682279,20.9786892033057,1.0,1.0,,,,
32.0,5.25,105.865763619604,21.0068444951954,1.0,2.0,3.2,5.0,4.0,4.0
38.0,6.98,105.763571610147,21.0081430526893,1.0,2.0,,,,
30.0,5.85,105.737232228151,21.0436368980399,1.0,1.0,4.3,5.0,3.0,4.0
40.0,14.9,105.832909023297,21.0163126956514,1.0,2.0,5.4,5.0,4.0,4.0
35.0,5.7,105.799529365928,21.0319489651102,1.0,2.0,,4.0,3.0,3.0
63.0,10.3,105.82093607916,20.982500510525,1.0,3.0,4.0,5.0,6.0,5.0
43.0,5.2,105.748285499041,21.0058349283635,1.0,2.0,3.0,4.0,,
30.0,6.15,105.777036904755,21.0717562241943,1.0,1.0,4.4,6.0,4.0,4.0
31.0,6.5,105.749546579482,21.0050001326622,1.0,1.0,4.0,6.0,4.0,5.0
60.0,9.5,105.849119199786,20.9945086215428,1.0,2.0,4.0,4.0,4.0,3.0
55.0,12.8,105.799086799534,20.9852425987046,1.0,2.0,10.0,4.0,4.0,4.0
35.0,6.4,105.820952354224,20.9789703330556,1.0,2.0,,,,
60.0,16.7,105.793170504651,20.9883115110842,1.0,2.0,,,12.0,12.0
30.0,5.0,105.898328545731,21.0656503324915,1.0,1.0,,5.0,3.0,4.0
39.0,9.7,105.786062840858,21.031252880602,1.0,2.0,4.0,4.0,4.0,4.0
40.0,12.3,105.840170309852,21.0533138483931,1.0,2.0,4.0,6.0,5.0,6.0
60.0,14.0,105.788872467331,21.0168378594939,1.0,1.0,5.0,6.0,5.0,5.0
38.5,10.0,105.737599445549,21.0413636139627,,2.0,4.0,6.0,,
30.0,7.2,105.780045704348,21.0362121817164,1.0,2.0,7.2,5.0,3.0,4.0
100.0,25.0,105.809811970201,21.0021132811461,1.0,2.0,,8.0,29.0,29.0
30.0,5.25,105.877554750767,21.0465633362088,1.0,1.0,,5.0,3.0,4.0
60.0,13.5,105.802580761246,20.9800722226876,1.0,2.0,5.5,,14.0,14.0
45.0,10.65,105.794112150235,21.036156743696,1.0,2.0,6.0,4.0,9.0,5.0
50.0,13.5,105.794122053238,21.0394255438105,1.0,2.0,5.0,4.0,5.0,4.0
53.0,16.5,105.779419280425,20.972918925415,1.0,2.0,6.8,6.0,4.0,4.0
45.0,8.4,105.743336876625,21.034195265729,1.0,2.0,5.2,,,
30.0,5.85,105.789928179632,21.0436120187356,1.0,2.0,3.5,4.0,4.0,4.0
36.8,4.98,105.746355808494,21.0375213659922,1.0,2.0,3.68,4.0,4.0,3.0
34.0,6.5,105.872580128458,21.0379714089916,1.0,2.0,,5.0,3.0,4.0
115.0,39.2,105.824869934349,21.0155829471984,1.0,1.0,12.0,4.0,5.0,4.0
35.0,3.7,105.794471342659,20.9586318524549,1.0,2.0,35.0,2.0,3.0,2.0
40.0,6.0,105.821078354653,20.9791095848333,1.0,1.0,,,,
25.0,3.9,105.790586527303,21.0434527225179,1.0,2.0,3.0,4.0,3.0,3.0
50.0,12.3,105.827612032076,21.0040788579468,1.0,2.0,,7.0,12.0,14.0
32.0,8.7,105.781551607449,21.0451370217156,1.0,2.0,4.0,4.0,4.0,4.0
40.0,12.8,105.77913133058,21.040864027768,1.0,2.0,4.0,6.0,5.0,4.0
15.0,3.25,105.79184455497,21.0459263900621,1.0,1.0,3.0,5.0,3.0,4.0
88.0,28.0,105.82843874699,21.0004056904854,1.0,2.0,5.0,4.0,6.0,6.0
35.0,8.2,105.871670022799,21.0471066306497,1.0,2.0,3.0,6.0,3.0,3.0
40.0,5.6,105.771265595852,21.0123552342879,1.0,2.0,4.2,4.0,3.0,3.0
60.0,8.0,105.916008846513,21.0338770484014,1.0,2.0,6.0,5.0,5.0,5.0
65.0,7.3,105.755004045501,20.96813999419,0.0,2.0,4.0,5.0,5.0,5.0
60.0,13.5,105.768932331903,21.0137426120099,1.0,2.0,,7.0,17.0,17.0
42.0,8.0,105.770759303882,21.0124958484553,1.0,2.0,,3.0,3.0,3.0
81.0,18.8,105.82824555096,21.0283413343145,1.0,2.0,,8.0,13.0,13.0
60.0,11.2,105.907806946849,21.0254028630283,1.0,2.0,,6.0,6.0,5.0
30.0,5.4,105.88827236252,21.0659364005966,1.0,2.0,,5.0,3.0,4.0
39.0,7.68,105.873772435133,20.9955103910715,1.0,2.0,3.2,5.0,6.0,6.0
38.0,6.5,105.844385931481,20.9910844579038,1.0,2.0,4.2,5.0,3.0,4.0
60.0,22.5,105.766192355676,21.0343113129669,1.0,2.0,42.0,5.0,6.0,6.0
81.0,18.8,105.82325159693,21.0259256019624,1.0,2.0,,8.0,13.0,13.0
50.0,9.8,105.7410666,21.0465378,1.0,2.0,6.0,7.0,11.0,11.0
58.0,7.7,105.898617383416,21.0523203089645,1.0,2.0,,4.0,4.0,3.0
40.0,9.0,105.777570228348,21.0062442008496,1.0,2.0,,7.0,10.0,10.0
65.0,24.3,105.786094240037,21.0437083441268,1.0,2.0,5.0,7.0,6.0,6.0
38.0,6.39,105.919890588928,21.0283192026204,1.0,2.0,5.5,5.0,3.0,4.0
57.0,10.4,105.777450408622,21.0060971048618,1.0,2.0,,8.0,14.0,11.0
35.0,6.2,105.769866753038,21.0392344889908,1.0,2.0,,3.0,3.0,3.0
54.0,10.06,105.7687504,21.0136368,1.0,2.0,,6.0,11.0,
40.0,10.3,105.885874794823,21.0491433944763,1.0,2.0,,6.0,4.0,5.0
90.0,29.6,105.774252135079,21.0273421136281,1.0,,29.6,8.0,,
35.0,6.74,105.872678766222,21.038511273221,1.0,2.0,,5.0,3.0,3.0
38.0,7.85,105.821896472169,20.9978260462019,1.0,,3.8,4.0,4.0,
32.0,6.1,105.774348932536,21.0236036613214,1.0,,5.0,5.0,3.0,4.0
70.0,21.2,105.828431916206,21.0004157347086,1.0,1.0,5.0,5.0,6.0,7.0
36.5,8.38,105.908042580142,21.0252432495105,1.0,2.0,4.0,6.0,4.0,3.0
43.0,6.5,105.877920408645,20.9891930750334,1.0,1.0,5.7,3.0,4.0,2.0
42.0,10.0,105.7956063,21.0483269,,2.0,6.0,6.0,6.0,6.0
41.0,7.85,105.781563539665,21.0136711463164,1.0,2.0,,4.0,4.0,4.0
33.0,5.8,105.770546709914,21.0122135873519,1.0,2.0,3.5,4.0,4.0,4.0
60.0,10.2,105.812684933483,21.0153552605836,1.0,1.0,,6.0,9.0,9.0
50.0,12.5,105.832300766025,21.0628107249365,1.0,1.0,3.9,6.0,4.0,4.0
26.0,4.58,105.861764065302,20.9960674800964,1.0,2.0,3.0,4.0,3.0,3.0
40.0,6.5,105.832627908298,21.0152984871749,1.0,2.0,4.0,4.0,4.0,4.0
69.0,11.5,105.833588,21.0337818,1.0,1.0,3.6,4.0,6.0,4.0
69.0,11.9,105.830232876653,21.0375867366928,1.0,1.0,,4.0,6.0,4.0
51.0,8.0,105.902308354288,21.0239903660427,1.0,1.0,45.0,5.0,4.0,4.0
38.0,3.2,105.847085672991,21.0422826749684,1.0,1.0,3.9,2.0,2.0,2.0
50.0,9.78,105.902369933482,21.0242519304241,1.0,2.0,,6.0,4.0,4.0
46.7,8.98,105.755357542595,20.9546530504561,1.0,0.0,3.5,3.0,5.0,4.0
45.0,9.78,105.89304268823,21.0265544005137,1.0,2.0,4.2,6.0,3.0,4.0
69.0,12.5,105.833577994652,21.0337338256762,1.0,1.0,3.5,4.0,6.0,6.0
73.5,9.15,105.917946524755,21.0213619542852,1.0,2.0,4.5,4.0,4.0,4.0
45.68,7.8,105.883186831085,21.0499122574756,1.0,2.0,3.6,6.0,3.0,3.0
72.0,16.5,105.810371058306,21.0725224773522,1.0,2.0,6.0,7.0,20.0,20.0
42.0,7.68,105.892769398621,21.0267342816491,1.0,1.0,4.1,4.0,5.0,3.0
97.4,17.6,105.903492875896,21.0087006553361,1.0,2.0,10.0,4.0,4.0,4.0
50.0,7.0,105.861858731275,21.025445135594,1.0,3.0,7.6,4.0,3.0,4.0
171.0,59.8,105.808816672989,21.055640136993,1.0,2.0,15.0,4.0,,
45.0,5.2,105.783497306027,20.9642519799386,1.0,0.0,,,,
40.0,7.69,105.856886120551,20.9883851563547,1.0,2.0,,5.0,8.0,8.0
23.0,4.7,105.816664072461,21.0308259019325,1.0,1.0,,4.0,4.0,4.0
48.0,13.2,105.894859086571,21.0622337482642,1.0,2.0,4.5,7.0,4.0,5.0
47.0,11.5,105.839152312705,20.9910868752718,1.0,2.0,4.0,6.0,,
91.0,8.6,105.773956178046,21.027280760519,1.0,2.0,4.0,5.0,9.0,9.0
54.0,14.5,105.785808056803,20.9591324840789,1.0,2.0,3.8,5.0,,
75.0,10.0,105.881080052083,21.0455768354515,1.0,2.0,6.0,4.0,5.0,4.0
31.0,5.2,105.8874294,20.9986937,1.0,1.0,,5.0,3.0,4.0
50.0,6.95,105.894587284513,21.0619701126631,1.0,2.0,4.0,4.0,4.0,4.0
48.0,7.9,105.856729980484,20.9950057209243,1.0,2.0,3.4,4.0,5.0,3.0
41.0,7.7,105.85691585108,20.9952115247638,1.0,2.0,4.0,5.0,6.0,6.0
35.0,7.2,105.856846484686,20.9949718616298,1.0,2.0,3.3,5.0,4.0,4.0
38.0,8.8,105.852447225903,21.0289486097874,1.0,1.0,6.0,6.0,5.0,5.0
68.0,12.3,105.779306655207,21.0640583653363,1.0,2.0,,4.0,4.0,4.0
52.0,8.75,105.82435701894,21.0428391242696,1.0,1.0,4.0,5.0,6.0,6.0
30.0,5.08,105.707801950381,21.0480360164632,1.0,2.0,3.6,5.0,3.0,4.0
33.0,5.0,105.886506005526,20.9806524901567,1.0,2.0,4.5,4.0,2.0,2.0
35.0,6.6,105.93486180271,21.0386743953916,1.0,1.0,4.3,4.0,3.0,4.0
62.0,11.7,105.72028063068,21.0459359474325,1.0,2.0,4.4,5.0,5.0,6.0
45.0,10.8,105.872309896104,21.0437982663572,1.0,1.0,4.0,6.0,3.0,4.0
36.0,4.7,105.676102557421,21.1002398611129,1.0,1.0,4.84,4.0,4.0,3.0
44.0,10.78,105.832244133415,20.9917968611012,1.0,1.0,4.0,4.0,5.0,4.0
36.0,7.4,105.856393817236,20.995127418825,1.0,2.0,,5.0,6.0,4.0
65.0,16.75,105.808931509319,21.020604445205,1.0,2.0,4.5,5.0,4.0,4.0
65.0,15.8,105.850903291422,20.9874579767684,1.0,2.0,4.6,7.0,17.0,17.0
33.0,5.2,105.715584541182,21.0544362478959,1.0,1.0,3.5,4.0,4.0,3.0
100.0,23.0,105.785657045925,21.072807981866,1.0,2.0,,,22.0,22.0
30.0,4.2,105.714712176355,21.0842492557338,1.0,1.0,3.6,5.0,3.0,4.0
129.0,33.0,105.774262976114,21.0237481048743,1.0,2.0,,8.0,18.0,18.0
70.0,22.0,105.827322954858,20.9983063229433,1.0,1.0,5.0,5.0,5.0,5.0
140.0,29.0,105.762871692185,21.0403525435865,1.0,2.0,6.0,8.0,30.0,30.0
38.0,7.9,105.866937166413,20.9981947577846,1.0,2.0,6.6,5.0,,
140.0,22.9,105.791411569405,21.0656301769233,1.0,2.0,8.2,4.0,4.0,
209.0,45.0,105.7741546,21.0237213,1.0,2.0,,9.0,42.0,43.0
40.0,9.9,105.815641686446,21.0083291415608,1.0,2.0,6.4,6.0,5.0,5.0
100.0,35.0,105.825574181732,21.035030605517,1.0,2.0,,,,
80.0,7.7,105.863132971431,20.990980736582,1.0,2.0,4.0,3.0,4.0,4.0
41.0,9.7,105.794688894781,21.0233194099349,1.0,2.0,3.3,7.0,6.0,7.0
90.0,18.0,105.825226528449,21.03187900402,1.0,2.0,10.0,4.0,,
68.0,23.0,105.7860054,21.0371049,1.0,2.0,,7.0,,
42.0,10.0,105.827183,21.0334876,1.0,1.0,6.0,7.0,9.0,10.0
45.0,8.6,105.85041015805,20.9983096793216,1.0,2.0,39.0,5.0,,
50.0,18.2,105.837140725564,21.011679207821,1.0,2.0,6.9,5.0,6.0,4.0
55.0,22.7,105.761759524071,21.0179568382599,,2.0,,5.0,4.0,4.0
63.0,22.0,105.812287033076,21.0403198997378,1.0,2.0,,6.0,5.0,5.0
45.0,6.5,105.893137147969,21.0264703847179,1.0,2.0,,4.0,4.0,3.0
40.0,6.6,105.810878852557,21.0377810351283,1.0,2.0,,4.0,4.0,3.0
60.0,18.5,105.8279835,21.0395998,1.0,2.0,4.2,7.0,13.0,13.0
55.0,32.0,105.823027980779,21.0354007800538,1.0,2.0,5.5,8.0,5.0,7.0
30.0,5.9,105.8279835,21.0395998,1.0,1.0,3.5,5.0,3.0,4.0
35.0,7.6,105.8233364,21.0350682,1.0,1.0,,6.0,4.0,5.0
30.0,6.4,105.8305288,21.0343306,1.0,1.0,,5.0,4.0,4.0
50.0,23.5,105.795522368507,21.0482686771281,1.0,2.0,5.0,5.0,5.0,5.0
46.0,14.6,105.80300219248,21.0434688400371,1.0,2.0,4.0,6.0,3.0,5.0
40.0,4.55,105.737683832136,21.0435901954067,1.0,1.0,,5.0,4.0,4.0
42.0,9.4,105.809024376498,21.0606090965606,1.0,2.0,3.8,5.0,4.0,5.0
50.0,12.0,105.773926086136,21.0321328149422,1.0,,4.7,7.0,12.0,
90.0,12.0,105.883292817211,21.049498626367,1.0,2.0,5.0,5.0,4.0,4.0
65.0,11.6,105.761142798178,21.0419313038689,1.0,2.0,4.3,6.0,6.0,5.0
42.0,7.39,105.773377599821,21.0378658866056,1.0,1.0,3.8,,,
65.0,11.6,105.745801325073,21.0479344571993,1.0,2.0,4.3,6.0,6.0,5.0
36.0,6.5,105.786966837606,20.9749443125914,1.0,1.0,,5.0,4.0,4.0
44.0,7.96,105.850157513968,20.998035994738,1.0,1.0,38.0,5.0,6.0,4.0
100.0,6.5,105.879612068574,20.9816600031931,1.0,2.0,10.0,3.0,4.0,4.0
65.0,11.6,105.766260495285,21.0344795207453,1.0,2.0,4.3,6.0,6.0,5.0
30.0,3.35,105.716154708681,20.9342321599827,1.0,2.0,5.68,4.0,3.0,3.0
36.0,5.9,105.8132996,21.0458089,1.0,1.0,,1.0,1.0,1.0
30.0,3.75,105.879739972635,20.9819917925578,,2.0,3.2,4.0,3.0,3.0
42.0,9.2,105.73791798786,21.0414993159249,1.0,1.0,4.0,6.0,5.0,5.0
76.0,11.4,105.795970321996,21.0641762779967,1.0,,5.8,2.0,,
200.0,9.2,105.768214995156,20.961810186715,1.0,2.0,4.0,4.0,5.0,3.0
92.0,12.2,105.883191006644,21.0437247720326,1.0,2.0,5.0,5.0,5.0,3.0
68.0,12.8,105.855115281223,21.0178267683178,1.0,2.0,,4.0,4.0,4.0
51.0,6.5,105.774355027403,21.0237400628466,1.0,2.0,,4.0,3.0,4.0
30.0,8.1,105.836726460693,21.031636423914,1.0,1.0,,5.0,3.0,4.0
35.0,5.95,105.843207546219,20.9866317578711,1.0,2.0,,5.0,3.0,3.0
33.0,6.3,105.770840162992,21.0121166248051,1.0,2.0,5.0,5.0,3.0,5.0
36.0,10.2,105.820053135268,21.0126075901772,1.0,2.0,5.3,6.0,4.0,4.0
31.5,4.35,105.756884352172,20.9378699309829,1.0,2.0,5.0,4.0,3.0,3.0
91.0,39.5,105.820310598598,21.0122090078478,1.0,2.0,7.0,8.0,8.0,8.0
56.0,13.5,105.770697246295,20.9960643359952,1.0,2.0,5.0,,,
60.0,9.6,105.846988962154,20.9875484912409,1.0,2.0,3.7,5.0,4.0,5.0
66.0,16.0,105.857972407663,20.9852368684818,1.0,2.0,5.6,7.0,9.0,9.0
135.0,62.5,105.817215980928,21.0121061268984,1.0,2.0,7.1,9.0,3.0,8.0
55.0,10.9,105.825801161583,20.9987819131878,1.0,2.0,4.5,4.0,6.0,6.0
42.0,8.1,105.806252218793,21.0230895362171,1.0,2.0,3.8,4.0,4.0,4.0
36.0,6.7,105.845737077944,20.9963680851842,1.0,2.0,,5.0,3.0,4.0
45.0,8.7,105.811605602492,21.0185170119957,1.0,1.0,3.8,5.0,5.0,4.0
37.0,9.8,105.844680751335,20.9805478973191,1.0,1.0,4.2,3.0,2.0,3.0
45.0,7.85,105.746272941478,21.0379426641198,1.0,2.0,8.0,5.0,4.0,5.0
51.0,9.15,105.774349914863,21.0323691856186,1.0,2.0,5.8,4.0,4.0,4.0
56.0,11.5,105.849263146521,20.9944542227391,1.0,2.0,,6.0,11.0,12.0
33.0,4.1,105.749546378918,21.0050477796475,1.0,2.0,,,,
42.0,8.0,105.768872203169,21.0136293161836,1.0,1.0,,6.0,6.0,5.0
30.0,4.9,105.887728148992,20.981147553906,1.0,2.0,3.4,5.0,3.0,4.0
30.0,5.6,105.843272496004,20.991857298431,1.0,2.0,5.0,5.0,3.0,3.0
85.0,24.0,105.81246458345,21.0287911299414,1.0,2.0,4.9,5.0,6.0,6.0
31.0,5.1,105.856959165821,21.0331324905451,1.0,2.0,,5.0,4.0,4.0
50.0,8.9,105.922161358305,21.0379991237496,1.0,1.0,5.0,4.0,4.0,3.0
36.0,5.75,105.817074752833,20.994067485373,1.0,2.0,6.7,5.0,4.0,
58.0,7.2,105.917788407551,21.0208401476854,1.0,1.0,4.0,5.0,3.0,4.0
60.0,8.15,105.917881703906,21.0214683881555,1.0,1.0,4.0,6.0,4.0,5.0
39.0,10.5,105.804335878913,21.0502252214426,1.0,2.0,4.2,7.0,3.0,
50.0,6.5,105.787008262635,21.0858184457857,1.0,2.0,4.0,5.0,6.0,7.0
75.0,14.5,105.813270412129,21.0496993923663,1.0,1.0,6.0,4.0,4.0,4.0
35.0,4.8,105.849678425657,20.9948202569907,1.0,2.0,,5.0,4.0,
30.0,5.85,105.855098763052,21.0373034895056,1.0,2.0,3.0,5.0,3.0,4.0
55.0,11.35,105.849043985961,20.994242269182,1.0,2.0,,,9.0,8.0
47.0,2.35,105.718776087508,20.9317506646461,1.0,2.0,,,1.0,1.0
40.0,12.0,105.804864999092,21.0498627641971,1.0,2.0,4.0,9.0,5.0,9.0
50.0,4.5,105.832828647459,20.9919074614697,,2.0,,,,
30.0,5.4,105.917900671007,21.0211177453012,1.0,1.0,5.0,6.0,4.0,4.0
37.0,6.9,105.826208253463,20.9968565673306,1.0,2.0,3.4,4.0,5.0,4.0
58.0,9.5,105.794389756844,21.0713041137754,1.0,1.0,5.0,4.0,4.0,3.0
40.0,8.2,105.917712080399,21.0207179615898,1.0,1.0,4.0,6.0,4.0,5.0
55.0,11.2,105.790423079465,21.0892859355367,1.0,2.0,5.0,6.0,6.0,5.0
44.0,9.2,105.794767810611,21.0231481167404,1.0,2.0,6.0,6.0,4.0,6.0
48.0,19.6,105.843026922384,21.0463647044127,1.0,1.0,3.2,5.0,5.0,5.0
40.0,11.5,105.802625298161,21.0432158969332,1.0,2.0,5.0,6.0,3.0,3.0
103.0,33.0,105.809887689539,21.0444754721644,1.0,2.0,7.5,6.0,9.0,10.0
32.0,6.6,105.784465175471,21.0343217405296,1.0,2.0,5.0,4.0,3.0,3.0
39.0,7.8,105.821935902917,20.9979122579781,1.0,2.0,,4.0,4.0,4.0
55.5,18.5,105.828084425677,21.0397170447176,1.0,2.0,,9.0,14.0,
34.0,4.25,105.718089941247,20.9434498476032,1.0,2.0,,5.0,3.0,3.0
80.0,24.5,105.86562063489,21.0030303821433,1.0,1.0,5.0,4.0,4.0,4.0
41.0,11.99,105.842739849141,20.9965763976802,1.0,1.0,6.0,5.0,3.0,3.0
60.0,18.0,105.817218897986,21.0362907575303,1.0,2.0,4.2,9.0,15.0,30.0
47.0,7.9,105.77522487755,20.9791499726392,1.0,2.0,,3.0,3.0,
40.0,10.3,105.820145746487,21.0121507103867,1.0,2.0,5.8,6.0,5.0,5.0
40.0,4.15,105.920649929907,21.068979807886,1.0,2.0,3.5,4.0,4.0,
34.0,7.5,105.797436698392,21.0176388703813,1.0,2.0,4.4,5.0,3.0,4.0
48.0,14.5,105.798930195163,21.0465522766889,1.0,1.0,4.0,5.0,5.0,5.0
28.0,6.0,105.808388513706,20.9993758311765,1.0,2.0,,5.0,,
101.0,19.5,105.804629913454,21.0502419714858,1.0,0.0,7.0,3.0,5.0,6.0
66.0,18.9,105.797829663066,21.0404094127016,1.0,2.0,4.1,5.0,6.0,5.0
190.0,63.0,105.798640484879,21.0277783295843,1.0,2.0,10.0,9.0,84.0,42.0
30.0,7.2,105.824102208536,21.0423898881786,1.0,2.0,7.0,4.0,3.0,3.0
33.0,5.0,105.808861482146,21.0537516914775,1.0,1.0,3.5,3.0,3.0,3.0
105.0,29.0,105.829608648461,21.0377975271527,1.0,2.0,6.7,5.0,3.0,5.0
42.0,7.4,105.823544000669,21.025809759573,1.0,2.0,4.0,5.0,,
55.0,12.9,105.797224165753,21.0382572430989,1.0,2.0,6.0,5.0,8.0,8.0
61.0,19.0,105.7995951,21.0453937,1.0,,6.0,7.0,7.0,7.0
58.0,25.3,105.772864976619,21.035068689867,1.0,1.0,4.3,7.0,4.0,6.0
40.0,6.88,105.855453398836,21.0181470129881,1.0,1.0,,,,
71.0,18.1,105.789553779048,21.0752334644906,1.0,2.0,5.5,4.0,5.0,6.0
35.0,3.05,105.717603478296,20.9311645930982,1.0,2.0,,4.0,4.0,4.0
34.7,5.6,105.904940483912,21.0125114658148,1.0,1.0,3.5,5.0,3.0,4.0
30.0,5.75,105.792303541834,21.0449058921391,,1.0,,5.0,4.0,4.0
30.0,5.6,105.791739358853,21.0445986328361,,1.0,,5.0,3.0,4.0
70.0,21.0,105.773796007721,21.0290109467648,,2.0,,,13.0,13.0
35.0,6.45,105.821060256439,20.9791081854935,1.0,2.0,,5.0,3.0,4.0
43.0,2.5,105.703671389163,20.9440411303629,1.0,2.0,,4.0,4.0,3.0
86.0,28.0,105.869887328599,21.0035181410978,1.0,1.0,5.0,4.0,5.0,4.0
94.0,9.5,105.838275911167,20.9438669431819,1.0,2.0,5.5,4.0,4.0,3.0
31.5,3.95,105.709141296368,21.0675534620425,1.0,1.0,3.5,5.0,3.0,4.0
65.0,25.5,105.772912536488,21.0352542729111,1.0,2.0,5.0,7.0,5.0,6.0
35.0,5.68,105.75805575732,21.0011566631033,1.0,1.0,,4.0,4.0,4.0
51.0,15.9,105.855827083274,20.9988374173898,1.0,2.0,34.0,4.0,4.0,4.0
42.8,6.99,105.840950375154,21.0146434408685,1.0,1.0,,6.0,3.0,4.0
34.0,2.0,105.761394753561,20.9078757803981,1.0,2.0,,3.0,3.0,3.0
47.0,6.98,105.731249611616,21.0533429033082,1.0,2.0,,,12.0,12.0
60.0,14.5,105.837935445607,21.0695507150987,1.0,2.0,4.5,5.0,4.0,4.0
66.0,17.0,105.833963767931,21.0271272574175,1.0,1.0,4.8,,,
40.0,6.88,105.855274225201,21.0181415269264,1.0,2.0,,3.0,4.0,5.0
75.0,7.2,105.706437687413,21.0615730029529,1.0,1.0,4.75,4.0,5.0,4.0
58.0,25.3,105.773218392262,21.0354574166708,1.0,1.0,4.3,7.0,4.0,6.0
76.0,20.0,105.792015175366,21.0375905551233,,2.0,8.0,6.0,6.0,6.0
50.0,12.0,105.877390668269,21.0467276401754,1.0,2.0,,7.0,6.0,6.0
50.0,7.8,105.846031759456,20.9966775450895,1.0,2.0,,5.0,7.0,6.0
48.0,9.2,105.860509324865,20.9956012407879,1.0,2.0,3.6,4.0,4.0,3.0
30.0,5.68,105.83520264931,21.0046189908074,1.0,2.0,4.0,4.0,2.0,3.0
40.0,9.85,105.876851603411,21.0474078776649,,,,6.0,4.0,5.0
61.0,9.6,105.789360335825,20.974604755195,1.0,2.0,5.0,5.0,4.0,5.0
70.0,9.6,105.837838687761,21.0694337382331,1.0,2.0,4.3,4.0,4.0,4.0
55.0,10.9,105.810512335757,21.046759506479,1.0,2.0,,5.0,5.0,5.0
30.0,4.9,105.86482677544,21.0117236135489,1.0,2.0,,5.0,3.0,3.0
