frontage,access_road_width,area,price,longitude,latitude
5.5,8.0,56.5,4.5,105.760690950141,20.9190759134405
5.5,9.597043491671808,160.0,20.5,105.883994860181,21.0287986666406
4.5,8.0,65.0,9.2,105.935983159903,21.0100932422106
4.0,22.0,40.0,13.2,105.867087374284,21.0499711761072
6.0,9.597043491671808,110.0,18.6,105.873078628726,21.0390919082965
5.0,14.0,90.0,13.3,105.78768356282824,20.938920979742086
5.0,4.0,80.0,3.9,105.812313514043,20.8723928203953
5.0,7.0,102.8,4.6,105.773446711129,21.2012940459666
12.170175438596493,9.597043491671808,100.0,19.5,105.804797144909,21.0500052832295
12.170175438596493,11.0,103.8,12.9,105.833602913637,21.1772132308217
3.0,4.0,39.4,9.3,105.747722810539,20.9796492384594
6.0,9.597043491671808,110.0,18.6,105.872949645193,21.0391941330071
5.2,8.0,100.0,15.5,105.893371025992,21.0261077986797
4.5,6.0,76.0,13.4,105.741012922013,21.0512268112718
9.5,9.597043491671808,120.0,27.5,105.9031263,21.0384
4.0,12.0,50.0,13.0,105.900333474708,21.071493683656
7.0,9.597043491671808,100.0,21.6,105.884148272028,21.0292139219687
4.6,7.0,42.0,2.65,105.729456554772,20.9480222049427
5.9,45.0,65.0,1.45,105.546132960835,21.0684207070687
12.170175438596493,9.597043491671808,55.0,8.45,105.74088142765,21.0504956957792
3.55,14.0,40.0,7.6,105.918603845461,21.0630575426537
12.170175438596493,20.0,50.0,5.5,105.74032831906,20.926337153188
5.1,3.0,42.2,1.4,105.92090162494,20.8611293316198
6.06,12.5,100.1,13.5,105.697341224345,20.9932834659855
6.0,10.0,62.6,12.5,105.915786110421,21.0590345474685
12.170175438596493,20.0,80.0,7.3,105.739992544967,20.926559691119
4.77,4.0,71.1,5.5,105.961902328945,21.0251247790322
15.0,7.0,195.0,27.5,105.790396224628,21.0892751651019
5.0,30.0,100.0,22.0,105.918301457754,21.0627162538161
12.170175438596493,12.0,50.0,10.25,105.746127041716,20.9815545514196
3.8,20.0,70.0,13.5,105.754193075314,21.0507382562696
12.170175438596493,60.0,205.0,35.0,105.7833589,21.0599324
12.170175438596493,9.597043491671808,30.0,4.7,105.770822542899,20.9966759945893
7.0,9.597043491671808,120.0,35.8,105.795337073469,21.022506454059
4.5,2.3,59.8,2.65,106.006331388407,21.0482167517345
12.170175438596493,12.0,50.0,10.2,105.746606999213,20.9819075339573
5.5,6.0,133.0,5.99,105.556623846132,21.025291043835
12.170175438596493,9.597043491671808,44.0,5.35,105.750850332028,21.0574860165148
7.0,9.597043491671808,120.0,16.9,105.8726639,21.035675
4.0,3.0,42.6,3.8,105.9604404,20.9832158
12.170175438596493,9.597043491671808,75.0,3.2,105.966861600908,21.0010865365509
5.2,9.597043491671808,90.0,19.8,105.883995667105,21.0288713024096
5.5,6.0,93.3,6.0,105.930802213252,20.9901328234246
5.76,5.0,80.0,1.25,105.876674672933,21.2691471698054
4.0,4.0,74.0,5.4,105.857369343994,20.9231944511524
4.5,9.597043491671808,100.0,11.4,105.88408063887,21.0285250640387
8.0,3.0,150.0,23.5,105.799714433161,21.032008597365
10.0,9.597043491671808,131.0,37.7,105.812983189201,21.0744306783884
4.6,2.0,51.5,3.86,105.714573333857,21.0830801936781
6.4,9.597043491671808,195.0,2.0,105.58470564372,20.8802685331214
3.5,3.2,32.0,6.9,105.7854713,20.9747143
6.2,3.0,93.0,5.6,105.9413471,20.9792476
11.0,7.5,361.0,4.5,105.635643343129,20.8560532407476
7.7,3.5,92.9,6.15,105.943257766964,21.0304286870498
3.55,9.597043491671808,42.0,3.2,105.731526406983,21.0901658808216
12.170175438596493,9.597043491671808,36.0,4.62,105.758175138275,21.0008065519925
4.35,2.0,92.0,7.36,105.898374221889,21.0658716960504
3.2,1.5,34.0,5.3,105.775413728827,20.967446130079
4.5,9.597043491671808,60.0,4.65,105.64580256313,20.9919838051149
5.6,6.0,105.0,15.8,105.872992042029,21.0392206225319
5.2,6.0,80.0,15.2,105.757873336023,21.000959924754
12.170175438596493,9.597043491671808,1520.0,400.0,105.769254,21.0306511
11.0,4.0,145.0,2.04,105.817346939726,21.3235996579728
4.5,2.0,58.0,5.5,105.760245813436,20.9934503338373
3.64,9.0,48.0,6.3,105.735363968828,21.033446119422
12.170175438596493,4.0,45.0,2.29,105.668791070896,20.9934175664091
4.2,5.0,55.0,14.3,105.81322601642,21.0742427957023
8.0,9.597043491671808,221.0,90.0,105.825445426485,21.0348790031681
8.3,10.0,112.0,28.0,105.791640070611,21.0657226886697
5.0,12.0,50.0,10.25,105.747348931327,21.001786478008
4.0,12.0,76.0,9.1,105.710267991103,21.0684171773831
5.0,4.0,125.0,16.0,105.861171655581,21.0050150803302
12.0,3.0,194.0,2.3,105.668033048979,20.8784258037534
6.0,3.0,91.0,14.5,105.80150837116,21.0084475102958
3.82,9.597043491671808,34.8,3.2,105.91175409835,21.0005023983317
4.5,2.2,40.0,5.25,105.783106806611,20.9639629747447
12.170175438596493,3.0,35.0,4.0,105.757679328523,21.001254594329
5.0,9.597043491671808,150.0,50.5,105.835128011547,21.0298821013817
12.170175438596493,9.597043491671808,400.0,2.0,105.696824013789,20.6283744961552
4.0,12.0,76.0,9.1,105.710267991103,21.0684171773831
4.2,4.0,72.0,14.85,105.839400440454,20.9668602362957
5.0,9.597043491671808,60.0,12.0,105.794683061258,20.9585573504295
6.6,12.0,50.0,11.2,105.755137530499,20.9681306319241
12.170175438596493,9.597043491671808,73.0,15.9,105.785390827884,20.9897691136283
3.8,3.0,40.5,3.05,105.932389705299,20.9883836125264
12.170175438596493,9.597043491671808,257.0,39.0,105.809294931606,21.0612714994635
5.0,9.597043491671808,92.0,17.5,105.783756715536,20.9804451391778
12.170175438596493,9.597043491671808,53.0,2.85,105.843878969241,20.8988943191759
12.170175438596493,6.0,62.0,11.0,105.855017475263,20.9432279881816
4.0,9.597043491671808,50.0,13.9,105.786742356924,20.9750792343118
4.0,5.0,68.0,1.4,105.545696151895,21.0687364486503
4.0,4.0,43.4,0.755,105.800120553225,20.6224670641388
12.170175438596493,2.0,48.7,7.2,105.784384667157,20.9850156417338
12.170175438596493,9.597043491671808,56.0,3.0,105.652010310402,21.1076558263879
12.170175438596493,5.0,257.0,41.5,105.813358234506,21.0744663454121
12.0,60.0,550.0,15.6,105.5070593,21.0460273
4.0,9.597043491671808,50.0,11.0,105.749053247273,20.9709413770947
4.1,6.0,115.0,2.0,105.515512103106,21.0596450211436
12.170175438596493,9.597043491671808,130.0,17.0,105.720779287326,21.0622273120971
10.0,2.0,73.0,16.0,105.832160953377,21.0628530955286
12.170175438596493,25.0,45.0,7.5,105.768769098743,21.0136544308489
4.0,3.5,53.0,2.6,105.764502138596,21.160454204457
12.170175438596493,9.597043491671808,163.0,1.5,105.600990146691,20.9325833081376
4.0,5.0,48.8,0.98,105.618595496497,20.8666259283914
17.0,2.0,257.0,4.45,105.495285108849,21.1162622767387
8.25,5.0,78.5,1.85,105.548411369942,21.0405303969376
5.0,3.5,59.0,7.3,105.74142537667,20.9492204877971
6.6,3.0,88.0,15.0,105.792389694015,21.0185531509568
60.0,9.597043491671808,1100.0,4.0,105.697046007503,20.6282784041808
12.170175438596493,12.0,30.0,3.8,105.755176508103,20.9410744504852
12.170175438596493,3.5,42.0,3.6,105.717004312839,21.0045489750946
12.170175438596493,3.0,64.8,2.5,105.908424236997,20.8779503529577
5.0,5.0,60.0,7.3,105.739884322811,20.9515490401712
7.2,9.597043491671808,126.0,75.0,105.790974,21.0312728
3.0,8.0,36.0,3.6,105.745588754167,21.0591904040706
5.0,6.0,71.0,1.56,105.556377449798,21.0043463799208
5.0,12.0,63.0,9.95,105.768883557365,20.9403537576478
4.5,9.597043491671808,56.0,6.5,105.919978768218,21.0282096405309
7.8,8.0,71.0,6.05,105.789969985196,20.9258814783921
6.4,9.597043491671808,81.0,15.1,105.801205449439,21.0119439648211
15.0,9.597043491671808,235.0,79.0,105.805822152822,21.0645926041793
4.0,12.0,50.0,8.9,105.768168011339,20.9649345681894
4.4,10.0,50.0,12.8,105.754955013057,20.9681038963164
7.5,9.597043491671808,265.7,4.0,105.4738887,20.9833517
5.0,3.5,75.0,7.25,105.919832137435,21.0277995040501
12.170175438596493,9.597043491671808,36.0,4.62,105.757859518741,21.0012244388256
12.170175438596493,25.0,80.0,20.0,105.8667669,21.0497426
12.170175438596493,9.597043491671808,100.0,25.5,105.778905199602,21.0410094168179
12.170175438596493,3.0,78.0,0.955,105.866361445904,20.6798918355728
5.0,5.0,60.2,1.68,105.534596219659,21.0294576433287
666.0,8.0,80.0,2.5,105.561303625358,20.9720201147817
3.9,9.597043491671808,50.0,9.5,105.811276676085,21.0901632101336
12.170175438596493,9.597043491671808,154.0,10.6,105.849153482911,21.1520822022141
4.0,4.0,40.0,4.4,105.7397484,20.9511784
4.5,15.0,57.3,10.6,105.768450714223,20.9655628290109
18.0,7.0,318.0,69.9,105.825525589668,21.0347558155739
4.4,9.597043491671808,63.0,2.5,105.880214765671,20.9255367574252
655.0,4.0,80.0,1.53,105.896662585437,20.698732849064
4.5,2.5,33.0,2.2,105.911877737586,21.0008613871967
6.5,20.0,80.0,40.0,105.83031374491,21.032143069529
6.66,8.0,63.0,5.1,105.733842946164,20.9387103614318
4.0,6.0,60.0,1.93,105.901943352073,20.7350724831395
4.6,9.597043491671808,32.6,2.55,105.721897314581,20.9285436611114
4.0,9.597043491671808,64.0,3.2,105.891599952072,20.8720426209244
3.2,5.0,40.0,5.85,105.909303890972,21.0101994553564
3.5,9.597043491671808,40.0,3.05,105.739818259028,20.9263292961457
5.5,3.0,115.0,12.5,105.868583766267,21.0428851531855
4.5,15.0,57.3,10.6,105.732425415298,20.9474684305801
5.0,4.0,73.0,1.89,105.548235134174,21.0403696533423
4.0,9.597043491671808,62.0,6.5,105.791708387437,21.0463200631927
4.0,12.0,50.0,5.4,105.740000907941,20.9266322276372
12.170175438596493,9.597043491671808,300.0,35.0,105.768557763575,21.0810700605045
5.0,4.0,62.2,3.7,105.816239906045,21.1539019700388
5.42,4.0,93.0,5.9,105.816408540683,21.1539372994941
18.0,6.0,403.0,10.08,105.474111892313,20.9833979790785
4.0,5.0,60.0,5.2,105.751778011156,21.0865912832721
5.0,5.0,65.0,5.2,105.834796838756,21.1771441260255
8.07,9.597043491671808,212.9,22.0,105.7519296,21.0865334
6.5,10.0,87.0,4.1,105.567622010861,20.9895851630424
12.170175438596493,9.597043491671808,20000.0,12.0,105.479924142794,20.9743395438122
3.5,2.0,31.0,3.0,105.710351168235,21.0684521409797
4.5,4.0,58.0,3.15,105.719044703312,20.9430649683436
3.7,9.597043491671808,40.0,5.6,105.7778113,21.0063499
12.170175438596493,9.597043491671808,50.0,9.0,105.747388999964,20.9708626214893
4.0,9.597043491671808,42.0,6.5,105.786244751098,20.9752627598384
10.0,9.597043491671808,120.0,4.96,105.689150268199,20.9174747026935
5.3,9.597043491671808,109.0,16.5,105.872940187879,21.0388291812786
4.8,2.5,52.0,1.95,105.893608919706,21.1714381796305
10.0,9.597043491671808,120.0,4.96,105.689150268199,20.9174747026935
12.170175438596493,9.597043491671808,225.5,36.8,105.79181404674823,20.962555970017995
4.6,2.0,44.0,11.3,105.806766224714,21.0403472107968
5.5,4.0,56.5,4.6,105.759500031667,20.9161846170993
12.170175438596493,9.597043491671808,111.0,2.44,105.515510498822,21.0595089701751
4.8,6.0,62.0,10.9,105.902505332961,21.0241034647545
6.5,4.0,83.0,1.63,105.759755964785,20.7191578519266
5.5,9.597043491671808,65.0,3.1,105.849687058857,21.152148181842
3.5,9.597043491671808,50.0,3.1,105.80690917257,20.9236050605086
12.170175438596493,5.0,69.0,6.3,105.849250127669,21.1522765480391
5.0,8.0,150.0,2.1,105.515469903619,21.0595339065634
4.8,3.3,71.0,5.15,105.95048926368175,21.017029636582986
5.0,2.5,34.0,1.65,105.732316508555,20.9477794398654
11.0,9.597043491671808,110.0,37.8,105.812874862704,21.074257869067
3.4,5.0,51.0,5.9,105.853969910428,21.1397298575553
4.2,4.0,46.0,2.51,105.773944000249,21.104533555432
4.2,4.0,45.7,2.51,105.774105124752,21.1046169788739
4.5,9.597043491671808,72.0,6.57,105.855832664841,21.1607214769981
12.170175438596493,9.597043491671808,45.0,3.42,105.831082462551,21.1458005303038
12.5,3.5,242.0,92.0,105.823876423285,21.0688287637796
12.170175438596493,9.597043491671808,41.0,0.79,105.515362937003,21.1129103979984
4.0,3.0,40.0,2.2,105.893965997977,21.1715696691417
12.170175438596493,9.597043491671808,71.0,3.5,105.953925341667,20.9761075342068
12.170175438596493,9.597043491671808,190.0,21.9,105.804175582907,21.0899492647503
6.0,16.0,90.0,15.8,105.934731641236,21.0386004655665
11.0,10.0,181.0,3.5,105.585667085763,20.9361462383435
15.0,8.0,517.0,3.8,105.596922507726,20.8446554768779
4.5,3.0,50.0,3.45,105.803280805001,20.9339220890506
5.4,4.0,85.0,6.96,105.770628642137,21.1226532221537
18.0,40.0,961.0,390.0,105.824203949247,21.0741235460397
4.0,9.597043491671808,69.2,3.0,105.708245902808,20.9201295552341
4.0,20.0,56.0,9.5,105.768936263812,20.9401688730651
6.0,6.0,56.3,6.5,105.8539247,20.9024862
5.5,12.0,80.0,9.18,105.907864774619,21.0250780203949
3.5,3.0,30.0,4.2,105.746037678658,21.0593417104672
12.170175438596493,9.597043491671808,100.0,1.0,105.761665402359,21.2915292107572
30.0,40.0,2000.0,63.0,105.56787126538,20.9896644506589
8.25,5.0,77.6,1.98,105.548411369942,21.0405303969376
6.0,2.8,94.0,12.9,105.8378366,21.0695076
25.0,5.0,860.0,4.5,105.444601678555,21.0520096690912
4.75,3.0,49.88,2.8,105.703797941232,20.9440084535507
4.0,8.0,110.0,7.2,105.877787216322,20.989431667392
12.170175438596493,22.0,40.0,13.2,105.866811646531,21.049733712728
4.0,2.5,71.8,2.87,105.783498695425,21.1630890642101
6.15,14.0,90.0,16.5,105.918305051357,21.0627556873169
4.5,3.0,47.0,2.1,105.703587174975,20.9441890566355
7.0,21.0,100.0,28.0,105.91496263547,21.0622913674859
12.170175438596493,6.0,60.0,1.25,105.504997473545,21.0565711315591
4.0,5.0,32.0,3.8,105.918282962292,21.0627209460668
6.0,10.0,62.6,12.5,105.915736513447,21.0592510948236
4.25,15.0,60.0,12.5,105.918280491027,21.0810010191856
12.170175438596493,2.5,50.0,1.9,105.888690139326,20.9248552353048
12.170175438596493,22.0,84.0,22.0,105.914913894084,21.0620020260447
12.170175438596493,9.597043491671808,38.0,6.6,105.810969473183,21.0037931516436
48.0,7.0,2400.0,6.2,105.596774429656,20.8443198325213
12.170175438596493,9.597043491671808,179.0,8.95,105.96887612742,21.0243624030324
20.0,3.5,430.0,1.96,105.596930551835,20.8445058369497
11.0,5.0,270.0,1.53,105.444607016868,21.0517700016119
12.170175438596493,9.597043491671808,55.0,2.45,105.786999353217,21.1625689661566
5.3,6.0,100.0,15.5,105.893129682216,21.0259851573458
3.5,14.0,40.0,7.6,105.918314303846,21.0627514376793
5.0,15.0,106.0,23.5,105.766601234781,21.0443512698075
8.3,5.0,59.0,2.18,105.870148594233,21.16508433692
5.0,30.0,100.0,22.0,105.918447502549,21.0626237464532
10.0,8.0,320.0,2.55,105.443484365239,21.1256265434886
6.0,30.0,90.0,12.6,105.711175247402,21.0278928687526
12.170175438596493,9.597043491671808,38.0,4.52,105.732806256122,21.0355894057025
4.2,2.0,33.0,2.2,105.959423441003,20.9818299915538
12.170175438596493,2.0,68.0,9.2,105.840339344668,21.0538062247996
8.6,2.5,92.0,1.7,105.819367609863,20.9806357500712
5.0,13.0,71.0,13.8,105.902439677111,21.0242703398418
7.0,6.0,174.0,1.1,105.696475345358,20.6281065576512
3.8,3.0,40.0,3.0,105.941347607132,20.9792472085379
4.0,2.5,56.0,3.55,105.929934581848,20.9804597299164
12.170175438596493,3.0,70.0,5.67,105.733186498344,21.0359072026311
8.0,3.0,58.0,6.9,105.936697941702,21.0156498049876
5.0,3.0,40.0,4.6,105.936774901993,21.0090018981677
135.0,10.0,174.2,5.38,105.507146463743,21.0459941509209
12.170175438596493,9.597043491671808,8500.0,2.3,105.42162019208,20.9987103966676
12.170175438596493,9.597043491671808,1800.0,2.05,105.421626160425,20.9984215921124
12.170175438596493,9.597043491671808,171.0,1.97,105.515184547,21.0596220256288
5.0,6.0,75.0,12.0,105.905226701861,21.0129322016173
4.0,6.0,60.0,6.6,105.935944482335,21.0053890608048
6.3,9.597043491671808,74.0,7.2,105.84909753964,21.0458450628292
3.8,3.0,55.0,6.6,105.728806400851,21.0691066735748
12.170175438596493,9.597043491671808,45.0,5.5,105.784521585649,21.0879704824929
12.170175438596493,9.597043491671808,90.0,15.8,105.93448191141,21.0390467078723
12.170175438596493,9.597043491671808,590.0,2.85,105.353759735894,21.1703193295038
10.0,24.0,300.0,12.0,105.491847574976,21.0776928026866
12.170175438596493,9.597043491671808,50.0,4.5,105.751833744262,21.086243212437
6.0,12.0,123.0,18.68,105.904851445208,21.0127214495946
4.0,3.0,48.5,2.6,105.819462062363,21.1484718978117
12.170175438596493,9.597043491671808,243.0,2.4,105.777631822319,21.2765029276318
4.0,10.0,61.7,1.8,105.50646007679,21.0457727589162
7.0,3.5,132.0,24.0,105.808834770067,21.0839840016517
5.0,2.5,40.0,2.3,105.816257049435,21.153795970606
4.0,3.0,50.0,4.99,105.752078277941,21.0864056543496
5.0,6.0,110.0,2.7,105.656072703284,20.8568424308689
4.0,4.0,62.0,2.65,105.809122764046,21.0610145483448
5.5,7.0,60.0,12.0,105.902792908441,21.0239526357225
10.0,12.0,69.9,2.1,105.506257834208,21.0452724268012
4.0,4.0,50.0,2.1,105.904518648539,20.8639517994131
12.170175438596493,9.597043491671808,145.0,11.3,105.74117522677,21.0508679861407
8.4,6.0,137.0,34.5,105.806771819347,21.0492729429347
9.5,9.597043491671808,90.0,17.9,105.922597605282,21.0364705786682
24.0,9.597043491671808,1200.0,65.0,105.8565013,20.983526
12.170175438596493,9.597043491671808,50.0,0.79,105.510796926488,21.1105787227086
6.0,5.0,60.0,5.25,105.867686813878,20.9618702465696
12.170175438596493,9.597043491671808,52.0,0.78,105.539870007643,21.1451807366639
9.3,3.6,194.0,2.6,105.668034953758,20.8787798587553
8.2,60.0,260.0,83.0,105.805888621962,21.0355918460337
4.2,6.0,51.0,4.85,105.916928973756,20.996987404174
